MODEL;DATASET;PERC_T;PERC_U;PERC_L;CV;SAMPLES;METRIC;VALUE_MEAN;VALUE_STD
LABEL-SPREADING;DIGITS;20;40;40;2;2;F1_MACRO;0.9843164553484443;0.004316948402468861
LABEL-SPREADING;DIGITS;20;40;40;2;2;F1_WEIGHTED;0.9840886597701595;0.004544439547656068
RANDOM-FOREST;DIGITS;20;45;35;2;2;ACCURACY;0.9036185175512657;0.014621258720994283
RANDOM-FOREST;DIGITS;20;45;35;2;2;AUC_MACRO;0.9921628933675896;0.001573562108190054
RANDOM-FOREST;DIGITS;20;45;35;2;2;AUC_WEIGHTED;0.9921278048226846;0.0016119019794760233
RANDOM-FOREST;DIGITS;20;45;35;2;2;F1_MACRO;0.9028759604733527;0.01476662484651032
RANDOM-FOREST;DIGITS;20;45;35;2;2;F1_WEIGHTED;0.9028619939303684;0.014986448785959205
NEURAL-NETWORK;DIGITS;20;45;35;2;2;ACCURACY;0.8793643390191896;0.04956967347076069
NEURAL-NETWORK;DIGITS;20;45;35;2;2;AUC_MACRO;0.9874430519886714;0.008029107120903664
NEURAL-NETWORK;DIGITS;20;45;35;2;2;AUC_WEIGHTED;0.9872446559398045;0.008337454239873041
NEURAL-NETWORK;DIGITS;20;45;35;2;2;F1_MACRO;0.8792929095665547;0.04926061151098897
NEURAL-NETWORK;DIGITS;20;45;35;2;2;F1_WEIGHTED;0.8782782381781233;0.051202561651813805
KMEANS-RF;DIGITS;20;45;35;2;2;ACCURACY;0.9064624146763784;0.01464363595583593
KMEANS-RF;DIGITS;20;45;35;2;2;AUC_MACRO;0.9913887810340838;0.000879829530079744
KMEANS-RF;DIGITS;20;45;35;2;2;AUC_WEIGHTED;0.9913467313525379;0.0008858641491145972
KMEANS-RF;DIGITS;20;45;35;2;2;F1_MACRO;0.9058650667858013;0.014531263270194002
KMEANS-RF;DIGITS;20;45;35;2;2;F1_WEIGHTED;0.9056870210832801;0.014738805356776578
LADDER-NETWORK;DIGITS;20;45;35;2;2;ACCURACY;0.7206250626064309;0.012473749838677746
LADDER-NETWORK;DIGITS;20;45;35;2;2;AUC_MACRO;0.9587725476510356;0.0055726584525173355
LADDER-NETWORK;DIGITS;20;45;35;2;2;AUC_WEIGHTED;0.9587233900885773;0.0055207890219582355
LADDER-NETWORK;DIGITS;20;45;35;2;2;F1_MACRO;0.7165882645829461;0.012014479871906432
LADDER-NETWORK;DIGITS;20;45;35;2;2;F1_WEIGHTED;0.7162583632877054;0.012405423727518013
LABEL-SPREADING;DIGITS;20;45;35;2;2;ACCURACY;0.983189278917016;0.002339382789010526
LABEL-SPREADING;DIGITS;20;45;35;2;2;AUC_MACRO;0.9991736423382884;0.0007599226129004488
LABEL-SPREADING;DIGITS;20;45;35;2;2;AUC_WEIGHTED;0.9991611585122762;0.0007536007581005386
LABEL-SPREADING;DIGITS;20;45;35;2;2;F1_MACRO;0.9834349605831021;0.002147342740848017
LABEL-SPREADING;DIGITS;20;45;35;2;2;F1_WEIGHTED;0.9831762778416759;0.0023604688880129957
RANDOM-FOREST;DIGITS;20;50;30;2;2;ACCURACY;0.908833409653554;0.013370692928435212
RANDOM-FOREST;DIGITS;20;50;30;2;2;AUC_MACRO;0.9918061867733567;0.0018340910296669784
RANDOM-FOREST;DIGITS;20;50;30;2;2;AUC_WEIGHTED;0.9917383783409788;0.001846971810529532
RANDOM-FOREST;DIGITS;20;50;30;2;2;F1_MACRO;0.9083227892176053;0.013280152573539677
RANDOM-FOREST;DIGITS;20;50;30;2;2;F1_WEIGHTED;0.9082408682258609;0.01353734142758501
NEURAL-NETWORK;DIGITS;20;50;30;2;2;ACCURACY;0.8748557816144589;0.03112777697406221
NEURAL-NETWORK;DIGITS;20;50;30;2;2;AUC_MACRO;0.985313201341281;0.006698964536369617
NEURAL-NETWORK;DIGITS;20;50;30;2;2;AUC_WEIGHTED;0.9851509740109303;0.006933185556367973
NEURAL-NETWORK;DIGITS;20;50;30;2;2;F1_MACRO;0.8743153316611864;0.02999705052204196
NEURAL-NETWORK;DIGITS;20;50;30;2;2;F1_WEIGHTED;0.87347989556677;0.03184111087920878
KMEANS-RF;DIGITS;20;50;30;2;2;ACCURACY;0.9067280448190495;0.013304823357438043
KMEANS-RF;DIGITS;20;50;30;2;2;AUC_MACRO;0.9920876186173161;0.001801489088530572
KMEANS-RF;DIGITS;20;50;30;2;2;AUC_WEIGHTED;0.9920062429915163;0.0017685470958555348
KMEANS-RF;DIGITS;20;50;30;2;2;F1_MACRO;0.9059340253872842;0.014153109643928673
KMEANS-RF;DIGITS;20;50;30;2;2;F1_WEIGHTED;0.9059098238927057;0.013778521290079549
LADDER-NETWORK;DIGITS;20;50;30;2;2;ACCURACY;0.7294416132425123;0.009856233177902874
LADDER-NETWORK;DIGITS;20;50;30;2;2;AUC_MACRO;0.9601873498264621;0.00428771406983649
LADDER-NETWORK;DIGITS;20;50;30;2;2;AUC_WEIGHTED;0.960025140783043;0.004129464350094119
LADDER-NETWORK;DIGITS;20;50;30;2;2;F1_MACRO;0.72496196083972;0.007593224389887356
LADDER-NETWORK;DIGITS;20;50;30;2;2;F1_WEIGHTED;0.7245026641446345;0.00795844697913919
LABEL-SPREADING;DIGITS;20;50;30;2;2;ACCURACY;0.9832022473919949;0.0027069660617570807
LABEL-SPREADING;DIGITS;20;50;30;2;2;AUC_MACRO;0.9991355393030816;0.0008095088717697036
LABEL-SPREADING;DIGITS;20;50;30;2;2;AUC_WEIGHTED;0.9991279591110057;0.0008048278697617193
LABEL-SPREADING;DIGITS;20;50;30;2;2;F1_MACRO;0.9833019189492431;0.002516023045766129
LABEL-SPREADING;DIGITS;20;50;30;2;2;F1_WEIGHTED;0.9831905911384111;0.0027127558311529545
RANDOM-FOREST;DIGITS;20;55;25;2;2;ACCURACY;0.9044476055723302;0.02537953112980855
RANDOM-FOREST;DIGITS;20;55;25;2;2;AUC_MACRO;0.9915387230923396;0.002438673273263261
RANDOM-FOREST;DIGITS;20;55;25;2;2;AUC_WEIGHTED;0.9914592999478832;0.0023950090146689427
RANDOM-FOREST;DIGITS;20;55;25;2;2;F1_MACRO;0.9036869144896935;0.025713108013834248
RANDOM-FOREST;DIGITS;20;55;25;2;2;F1_WEIGHTED;0.903823612949184;0.025634261008880256
NEURAL-NETWORK;DIGITS;20;55;25;2;2;ACCURACY;0.8204141236530674;0.036006002501768754
NEURAL-NETWORK;DIGITS;20;55;25;2;2;AUC_MACRO;0.9794866356793466;0.004868254316914914
NEURAL-NETWORK;DIGITS;20;55;25;2;2;AUC_WEIGHTED;0.9790658354220232;0.005055585982091955
NEURAL-NETWORK;DIGITS;20;55;25;2;2;F1_MACRO;0.8207812556149183;0.03503115717378
NEURAL-NETWORK;DIGITS;20;55;25;2;2;F1_WEIGHTED;0.8195628621679387;0.03558228954673148
KMEANS-RF;DIGITS;20;55;25;2;2;ACCURACY;0.910537198952505;0.013004441689273952
KMEANS-RF;DIGITS;20;55;25;2;2;AUC_MACRO;0.9921938261599323;0.0013420605180721329
KMEANS-RF;DIGITS;20;55;25;2;2;AUC_WEIGHTED;0.9921477449078802;0.0013366494183936458
KMEANS-RF;DIGITS;20;55;25;2;2;F1_MACRO;0.9100545057686693;0.013172899358360336
KMEANS-RF;DIGITS;20;55;25;2;2;F1_WEIGHTED;0.9097495928646265;0.013379140301564892
LADDER-NETWORK;DIGITS;20;55;25;2;2;ACCURACY;0.7239351540475953;0.021978479946302955
LADDER-NETWORK;DIGITS;20;55;25;2;2;AUC_MACRO;0.9605987404590184;0.0042076211466588985
LADDER-NETWORK;DIGITS;20;55;25;2;2;AUC_WEIGHTED;0.9604549940049036;0.004551467659983895
LADDER-NETWORK;DIGITS;20;55;25;2;2;F1_MACRO;0.7191818682883716;0.020694370337575936
LADDER-NETWORK;DIGITS;20;55;25;2;2;F1_WEIGHTED;0.7186370162652538;0.021327031772427875
LABEL-SPREADING;DIGITS;20;55;25;2;2;ACCURACY;0.9817640882357149;0.004718925569840761
LABEL-SPREADING;DIGITS;20;55;25;2;2;AUC_MACRO;0.9992286332601681;0.0006238756829041246
LABEL-SPREADING;DIGITS;20;55;25;2;2;AUC_WEIGHTED;0.9992184649871276;0.0006221357254287288
LABEL-SPREADING;DIGITS;20;55;25;2;2;F1_MACRO;0.9818348085805685;0.004641288191350596
LABEL-SPREADING;DIGITS;20;55;25;2;2;F1_WEIGHTED;0.9817402229023771;0.004774866903589473
RANDOM-FOREST;DIGITS;20;60;20;2;2;ACCURACY;0.8979890814384454;0.010708283683028771
RANDOM-FOREST;DIGITS;20;60;20;2;2;AUC_MACRO;0.9912979475674354;0.0017869634236031616
RANDOM-FOREST;DIGITS;20;60;20;2;2;AUC_WEIGHTED;0.9912536678314822;0.00179039305333883
RANDOM-FOREST;DIGITS;20;60;20;2;2;F1_MACRO;0.8969609261561249;0.010542336769732936
RANDOM-FOREST;DIGITS;20;60;20;2;2;F1_WEIGHTED;0.8971477246507126;0.010670855049704019
NEURAL-NETWORK;DIGITS;20;60;20;2;2;ACCURACY;0.7469457005480746;0.07672870950382495
NEURAL-NETWORK;DIGITS;20;60;20;2;2;AUC_MACRO;0.9698262107733823;0.011561123756886057
NEURAL-NETWORK;DIGITS;20;60;20;2;2;AUC_WEIGHTED;0.9696132727579089;0.011658228653485323
NEURAL-NETWORK;DIGITS;20;60;20;2;2;F1_MACRO;0.7222284100272212;0.10166293501569516
NEURAL-NETWORK;DIGITS;20;60;20;2;2;F1_WEIGHTED;0.7247528033728694;0.09732224346945172
KMEANS-RF;DIGITS;20;60;20;2;2;ACCURACY;0.9024784097251041;0.013031022142596617
KMEANS-RF;DIGITS;20;60;20;2;2;AUC_MACRO;0.990863879394918;0.0019233296774280072
KMEANS-RF;DIGITS;20;60;20;2;2;AUC_WEIGHTED;0.9907820812720673;0.0019042691074926063
KMEANS-RF;DIGITS;20;60;20;2;2;F1_MACRO;0.9017182341537571;0.013762130318332415
KMEANS-RF;DIGITS;20;60;20;2;2;F1_WEIGHTED;0.901529070259251;0.013293767136245018
LADDER-NETWORK;DIGITS;20;60;20;2;2;ACCURACY;0.7359003609707933;0.0073661722420054945
LADDER-NETWORK;DIGITS;20;60;20;2;2;AUC_MACRO;0.9626616030328885;0.002632043275893761
LADDER-NETWORK;DIGITS;20;60;20;2;2;AUC_WEIGHTED;0.9625576984600345;0.0027239874334101916
LADDER-NETWORK;DIGITS;20;60;20;2;2;F1_MACRO;0.7318798273060202;0.008537518699049975
LADDER-NETWORK;DIGITS;20;60;20;2;2;F1_WEIGHTED;0.7320714536903233;0.007549946379120827
LABEL-SPREADING;DIGITS;20;60;20;2;2;ACCURACY;0.9779938395271962;0.007204872047728542
LABEL-SPREADING;DIGITS;20;60;20;2;2;AUC_MACRO;0.9989862376977321;0.0006726906823838532
LABEL-SPREADING;DIGITS;20;60;20;2;2;AUC_WEIGHTED;0.9989884059541845;0.000657652944065595
LABEL-SPREADING;DIGITS;20;60;20;2;2;F1_MACRO;0.9781244440994965;0.007092312057260383
LABEL-SPREADING;DIGITS;20;60;20;2;2;F1_WEIGHTED;0.9779839886558972;0.007251806612789411
RANDOM-FOREST;DIGITS;20;65;15;2;2;ACCURACY;0.8979955656759349;0.010397620820741674
RANDOM-FOREST;DIGITS;20;65;15;2;2;AUC_MACRO;0.9908046330557883;0.0009107038722938056
RANDOM-FOREST;DIGITS;20;65;15;2;2;AUC_WEIGHTED;0.9907892599360448;0.0008826656287195828
RANDOM-FOREST;DIGITS;20;65;15;2;2;F1_MACRO;0.897312033164612;0.010450197656489212
RANDOM-FOREST;DIGITS;20;65;15;2;2;F1_WEIGHTED;0.8973325315771559;0.010581283146005049
NEURAL-NETWORK;DIGITS;20;65;15;2;2;ACCURACY;0.6293296818877806;0.08118399218729262
NEURAL-NETWORK;DIGITS;20;65;15;2;2;AUC_MACRO;0.95758054630439;0.010680949371601757
NEURAL-NETWORK;DIGITS;20;65;15;2;2;AUC_WEIGHTED;0.9578025472429217;0.00986723268810073
NEURAL-NETWORK;DIGITS;20;65;15;2;2;F1_MACRO;0.5749852811950613;0.11580870812804439
NEURAL-NETWORK;DIGITS;20;65;15;2;2;F1_WEIGHTED;0.5753118533731754;0.11376504922844721
KMEANS-RF;DIGITS;20;65;15;2;2;ACCURACY;0.8972505491478371;0.014247225512587773
KMEANS-RF;DIGITS;20;65;15;2;2;AUC_MACRO;0.9906710460861426;0.0014965538520744536
KMEANS-RF;DIGITS;20;65;15;2;2;AUC_WEIGHTED;0.9906294099130555;0.0015023044200469626
KMEANS-RF;DIGITS;20;65;15;2;2;F1_MACRO;0.8962060137475207;0.014234427311979029
KMEANS-RF;DIGITS;20;65;15;2;2;F1_WEIGHTED;0.8962559064821668;0.014148908209215336
LADDER-NETWORK;DIGITS;20;65;15;2;2;ACCURACY;0.72659123187991;0.02055994783796446
LADDER-NETWORK;DIGITS;20;65;15;2;2;AUC_MACRO;0.9595940047109746;0.0062655338406571
LADDER-NETWORK;DIGITS;20;65;15;2;2;AUC_WEIGHTED;0.9594479807959704;0.00623544394299043
LADDER-NETWORK;DIGITS;20;65;15;2;2;F1_MACRO;0.7223977371603172;0.026124080793750396
LADDER-NETWORK;DIGITS;20;65;15;2;2;F1_WEIGHTED;0.7225911579711546;0.025542020154978116
LABEL-SPREADING;DIGITS;20;65;15;2;2;ACCURACY;0.9766010700333424;0.004756928405247836
LABEL-SPREADING;DIGITS;20;65;15;2;2;AUC_MACRO;0.9986832585688458;0.0006306757893038611
LABEL-SPREADING;DIGITS;20;65;15;2;2;AUC_WEIGHTED;0.9986743322554388;0.0006063509880563782
LABEL-SPREADING;DIGITS;20;65;15;2;2;F1_MACRO;0.9767616988113539;0.004626089196111805
LABEL-SPREADING;DIGITS;20;65;15;2;2;F1_WEIGHTED;0.9765830535043042;0.004820471791798228
RANDOM-FOREST;DIGITS;20;70;10;2;2;ACCURACY;0.9042340729239707;0.003951090409626926
RANDOM-FOREST;DIGITS;20;70;10;2;2;AUC_MACRO;0.9918477902811135;0.0010127703218842277
RANDOM-FOREST;DIGITS;20;70;10;2;2;AUC_WEIGHTED;0.991733263936635;0.0010577774826055445
RANDOM-FOREST;DIGITS;20;70;10;2;2;F1_MACRO;0.9041829140243302;0.003966843720641461
RANDOM-FOREST;DIGITS;20;70;10;2;2;F1_WEIGHTED;0.9039488584733131;0.004318116511349689
NEURAL-NETWORK;DIGITS;20;70;10;2;2;ACCURACY;0.5033047251756557;0.08026365299499057
NEURAL-NETWORK;DIGITS;20;70;10;2;2;AUC_MACRO;0.9244256972463389;0.02459034535685144
NEURAL-NETWORK;DIGITS;20;70;10;2;2;AUC_WEIGHTED;0.9231502937761533;0.026850543043036433
NEURAL-NETWORK;DIGITS;20;70;10;2;2;F1_MACRO;0.4381815791388935;0.1046583891659702
NEURAL-NETWORK;DIGITS;20;70;10;2;2;F1_WEIGHTED;0.436445729542782;0.108462511967421
KMEANS-RF;DIGITS;20;70;10;2;2;ACCURACY;0.9001914862408953;0.024662781484043304
KMEANS-RF;DIGITS;20;70;10;2;2;AUC_MACRO;0.9907753522892686;0.001551960865882233
KMEANS-RF;DIGITS;20;70;10;2;2;AUC_WEIGHTED;0.9907222819599397;0.0015581102858994388
KMEANS-RF;DIGITS;20;70;10;2;2;F1_MACRO;0.8994744926548893;0.024619410818058067
KMEANS-RF;DIGITS;20;70;10;2;2;F1_WEIGHTED;0.8995532007974333;0.024684681369052563
LADDER-NETWORK;DIGITS;20;70;10;2;2;ACCURACY;0.7209615721726936;0.02950950246626186
LADDER-NETWORK;DIGITS;20;70;10;2;2;AUC_MACRO;0.9601037229214145;0.0024145502540967594
LADDER-NETWORK;DIGITS;20;70;10;2;2;AUC_WEIGHTED;0.9600444041680941;0.0023750070236253588
LADDER-NETWORK;DIGITS;20;70;10;2;2;F1_MACRO;0.719838882114564;0.029758954683802023
LADDER-NETWORK;DIGITS;20;70;10;2;2;F1_WEIGHTED;0.7183189196657707;0.030945963732768225
LABEL-SPREADING;DIGITS;20;70;10;2;2;ACCURACY;0.9695399590017315;0.0036276383629784336
LABEL-SPREADING;DIGITS;20;70;10;2;2;AUC_MACRO;0.9982440523507579;0.0007951353630179429
LABEL-SPREADING;DIGITS;20;70;10;2;2;AUC_WEIGHTED;0.9982464464784301;0.0007602252671851665
LABEL-SPREADING;DIGITS;20;70;10;2;2;F1_MACRO;0.9698412832909482;0.0035664302273356336
LABEL-SPREADING;DIGITS;20;70;10;2;2;F1_WEIGHTED;0.9695422049869301;0.003758266487643833
RANDOM-FOREST;DIGITS;20;75;5;2;2;ACCURACY;0.8701332443725762;0.020594372289711147
RANDOM-FOREST;DIGITS;20;75;5;2;2;AUC_MACRO;0.9877868115827713;0.002182906470085931
RANDOM-FOREST;DIGITS;20;75;5;2;2;AUC_WEIGHTED;0.9876055547457155;0.002270110261605765
RANDOM-FOREST;DIGITS;20;75;5;2;2;F1_MACRO;0.8700222106341621;0.02153866810080059
RANDOM-FOREST;DIGITS;20;75;5;2;2;F1_WEIGHTED;0.8691378095850717;0.022173440566218786
NEURAL-NETWORK;DIGITS;20;75;5;2;2;ACCURACY;0.28948095691246545;0.03688020874345784
NEURAL-NETWORK;DIGITS;20;75;5;2;2;AUC_MACRO;0.823568511766749;0.01608755460528058
NEURAL-NETWORK;DIGITS;20;75;5;2;2;AUC_WEIGHTED;0.8189507312717894;0.01880310421367712
NEURAL-NETWORK;DIGITS;20;75;5;2;2;F1_MACRO;0.22952472288680353;0.04430632019837361
NEURAL-NETWORK;DIGITS;20;75;5;2;2;F1_WEIGHTED;0.2266359631578116;0.04419335474574649
KMEANS-RF;DIGITS;20;75;5;2;2;ACCURACY;0.886017613872154;0.009757961871228602
KMEANS-RF;DIGITS;20;75;5;2;2;AUC_MACRO;0.9897979515696965;0.0010601409049151834
KMEANS-RF;DIGITS;20;75;5;2;2;AUC_WEIGHTED;0.989737266343534;0.0010011629662629651
KMEANS-RF;DIGITS;20;75;5;2;2;F1_MACRO;0.8854331711285057;0.01090512098817987
KMEANS-RF;DIGITS;20;75;5;2;2;F1_WEIGHTED;0.8846212869637835;0.011352866846256303
LADDER-NETWORK;DIGITS;20;75;5;2;2;ACCURACY;0.7087376665331062;0.0077773339125668615
LADDER-NETWORK;DIGITS;20;75;5;2;2;AUC_MACRO;0.9570795308250488;0.003649607830471621
LADDER-NETWORK;DIGITS;20;75;5;2;2;AUC_WEIGHTED;0.9566717055246519;0.003735803210626871
LADDER-NETWORK;DIGITS;20;75;5;2;2;F1_MACRO;0.7023883465551447;0.008576693473609079
LADDER-NETWORK;DIGITS;20;75;5;2;2;F1_WEIGHTED;0.7006486983086038;0.00993007578083314
LABEL-SPREADING;DIGITS;20;75;5;2;2;ACCURACY;0.9636254400337717;0.003839930237819393
LABEL-SPREADING;DIGITS;20;75;5;2;2;AUC_MACRO;0.9977029329223477;0.0005121614597831611
LABEL-SPREADING;DIGITS;20;75;5;2;2;AUC_WEIGHTED;0.9977134945963239;0.0005026134319002152
LABEL-SPREADING;DIGITS;20;75;5;2;2;F1_MACRO;0.9642368177644401;0.003908501376225071
LABEL-SPREADING;DIGITS;20;75;5;2;2;F1_WEIGHTED;0.9638555049700976;0.0037862321803757326
