MODEL;DATASET;PERC_T;PERC_U;PERC_L;CV;SAMPLES;METRIC;VALUE_MEAN;VALUE_STD
LADDER-NETWORK;SPAMBASE;20;0.1;79.9;2;2;F1_MACRO;0.4848659099683071;0.04882191204665981
LADDER-NETWORK;SPAMBASE;20;0.1;79.9;2;2;F1_WEIGHTED;0.5345455572101798;0.04288633900628961
LABEL-SPREADING;SPAMBASE;20;0.1;79.9;2;2;ACCURACY;0.814747191011236;0.011838924059225457
LABEL-SPREADING;SPAMBASE;20;0.1;79.9;2;2;AUC_MACRO;0.9269521350694265;0.0005699759820421147
LABEL-SPREADING;SPAMBASE;20;0.1;79.9;2;2;AUC_WEIGHTED;0.9269521350694265;0.0005699759820421147
LABEL-SPREADING;SPAMBASE;20;0.1;79.9;2;2;F1_MACRO;0.7869822283019094;0.014267937776774956
LABEL-SPREADING;SPAMBASE;20;0.1;79.9;2;2;F1_WEIGHTED;0.8027881084624571;0.01420989811312701
RANDOM-FOREST;CREDIT_CARDS;20;0.1;79.9;2;2;ACCURACY;0.809497057270183;0.004674735105264773
RANDOM-FOREST;CREDIT_CARDS;20;0.1;79.9;2;2;AUC_MACRO;0.7720312505496459;0.0024132149529480997
RANDOM-FOREST;CREDIT_CARDS;20;0.1;79.9;2;2;AUC_WEIGHTED;0.7720312505496459;0.0024132149529480997
RANDOM-FOREST;CREDIT_CARDS;20;0.1;79.9;2;2;F1_MACRO;0.6428303896263172;0.0018971479321530044
RANDOM-FOREST;CREDIT_CARDS;20;0.1;79.9;2;2;F1_WEIGHTED;0.7783278388428704;0.0045629703488974166
NEURAL-NETWORK;CREDIT_CARDS;20;0.1;79.9;2;2;ACCURACY;0.812748852916887;0.005124373351325647
NEURAL-NETWORK;CREDIT_CARDS;20;0.1;79.9;2;2;AUC_MACRO;0.7659853328489162;0.006012685546717327
NEURAL-NETWORK;CREDIT_CARDS;20;0.1;79.9;2;2;AUC_WEIGHTED;0.7659853328489162;0.006012685546717327
NEURAL-NETWORK;CREDIT_CARDS;20;0.1;79.9;2;2;F1_MACRO;0.6832576001537771;0.014555499561566517
NEURAL-NETWORK;CREDIT_CARDS;20;0.1;79.9;2;2;F1_WEIGHTED;0.79562045458021;0.007012547535514513
KMEANS-RF;CREDIT_CARDS;20;0.1;79.9;2;2;ACCURACY;0.8092500215898553;0.0046803376706560165
KMEANS-RF;CREDIT_CARDS;20;0.1;79.9;2;2;AUC_MACRO;0.7719052675664752;0.0023691714337007175
KMEANS-RF;CREDIT_CARDS;20;0.1;79.9;2;2;AUC_WEIGHTED;0.7719052675664752;0.0023691714337007175
KMEANS-RF;CREDIT_CARDS;20;0.1;79.9;2;2;F1_MACRO;0.6423616794990628;0.0014538400091295227
KMEANS-RF;CREDIT_CARDS;20;0.1;79.9;2;2;F1_WEIGHTED;0.7780393346309057;0.004436274778590967
LADDER-NETWORK;CREDIT_CARDS;20;0.1;79.9;2;2;ACCURACY;0.7787819622075551;0.004261200164006451
LADDER-NETWORK;CREDIT_CARDS;20;0.1;79.9;2;2;AUC_MACRO;0.6103756064292242;0.07083899556206426
LADDER-NETWORK;CREDIT_CARDS;20;0.1;79.9;2;2;AUC_WEIGHTED;0.6103756064292242;0.07083899556206426
LADDER-NETWORK;CREDIT_CARDS;20;0.1;79.9;2;2;F1_MACRO;0.44598205048838097;0.009891800768615611
LADDER-NETWORK;CREDIT_CARDS;20;0.1;79.9;2;2;F1_WEIGHTED;0.6844501794249488;0.006860999002605786
LABEL-SPREADING;CREDIT_CARDS;20;0.1;79.9;2;2;ACCURACY;0.7963637801644995;0.006025561937848396
LABEL-SPREADING;CREDIT_CARDS;20;0.1;79.9;2;2;AUC_MACRO;0.7454626014956526;0.0007157781553968135
LABEL-SPREADING;CREDIT_CARDS;20;0.1;79.9;2;2;AUC_WEIGHTED;0.7454626014956526;0.0007157781553968135
LABEL-SPREADING;CREDIT_CARDS;20;0.1;79.9;2;2;F1_MACRO;0.5871934027539367;0.0076058330452300465
LABEL-SPREADING;CREDIT_CARDS;20;0.1;79.9;2;2;F1_WEIGHTED;0.7503545687356143;0.007845382313879828
RANDOM-FOREST;SPLICE;20;0.1;79.9;2;2;ACCURACY;0.9189947414681457;0.016120660053005855
RANDOM-FOREST;SPLICE;20;0.1;79.9;2;2;AUC_MACRO;0.9844040981488461;0.0028896420596469454
RANDOM-FOREST;SPLICE;20;0.1;79.9;2;2;AUC_WEIGHTED;0.9832341369012563;0.0033073520600039505
RANDOM-FOREST;SPLICE;20;0.1;79.9;2;2;F1_MACRO;0.910388769203171;0.018167047876480238
RANDOM-FOREST;SPLICE;20;0.1;79.9;2;2;F1_WEIGHTED;0.9186199532241834;0.016275886233769115
NEURAL-NETWORK;SPLICE;20;0.1;79.9;2;2;ACCURACY;0.8283684154694793;0.01326475601406065
NEURAL-NETWORK;SPLICE;20;0.1;79.9;2;2;AUC_MACRO;0.9444425833233602;0.0026191565854308844
NEURAL-NETWORK;SPLICE;20;0.1;79.9;2;2;AUC_WEIGHTED;0.9405762970109637;0.0014822066181464184
NEURAL-NETWORK;SPLICE;20;0.1;79.9;2;2;F1_MACRO;0.8153854062593983;0.016112865337528728
NEURAL-NETWORK;SPLICE;20;0.1;79.9;2;2;F1_WEIGHTED;0.8277962556515243;0.01505307244311103
KMEANS-RF;SPLICE;20;0.1;79.9;2;2;ACCURACY;0.9181530480289346;0.014205664553453116
KMEANS-RF;SPLICE;20;0.1;79.9;2;2;AUC_MACRO;0.9842443772801337;0.003285642062639405
KMEANS-RF;SPLICE;20;0.1;79.9;2;2;AUC_WEIGHTED;0.9830938489425394;0.0037181102569220437
KMEANS-RF;SPLICE;20;0.1;79.9;2;2;F1_MACRO;0.9093702033807585;0.016259089677814344
KMEANS-RF;SPLICE;20;0.1;79.9;2;2;F1_WEIGHTED;0.9178071864328242;0.014331893392643532
LADDER-NETWORK;SPLICE;20;0.1;79.9;2;2;ACCURACY;0.4401437887696753;0.011439416538400535
LADDER-NETWORK;SPLICE;20;0.1;79.9;2;2;AUC_MACRO;0.5680984614429371;0.004160196698784984
LADDER-NETWORK;SPLICE;20;0.1;79.9;2;2;AUC_WEIGHTED;0.556438041568122;0.004964069258448077
LADDER-NETWORK;SPLICE;20;0.1;79.9;2;2;F1_MACRO;0.3833511544154031;0.016052107030886536
LADDER-NETWORK;SPLICE;20;0.1;79.9;2;2;F1_WEIGHTED;0.43191812601503715;0.011218800736224757
LABEL-SPREADING;SPLICE;20;0.1;79.9;2;2;ACCURACY;0.6900206603220788;0.00739571542544687
LABEL-SPREADING;SPLICE;20;0.1;79.9;2;2;AUC_MACRO;0.8456169081485893;0.010226741278413963
LABEL-SPREADING;SPLICE;20;0.1;79.9;2;2;AUC_WEIGHTED;0.8368404724714861;0.013523834355705052
LABEL-SPREADING;SPLICE;20;0.1;79.9;2;2;F1_MACRO;0.6778946275070247;0.0034595817390658846
LABEL-SPREADING;SPLICE;20;0.1;79.9;2;2;F1_WEIGHTED;0.6911249280748166;0.008057757510146793
RANDOM-FOREST;LANDSAT;20;0.1;79.9;2;2;ACCURACY;0.8724193930269125;0.0011426452439799379
RANDOM-FOREST;LANDSAT;20;0.1;79.9;2;2;AUC_MACRO;0.9805211728517221;0.00106863757069882
RANDOM-FOREST;LANDSAT;20;0.1;79.9;2;2;AUC_WEIGHTED;0.9841288605903806;0.000729112311011582
RANDOM-FOREST;LANDSAT;20;0.1;79.9;2;2;F1_MACRO;0.8406309382546746;0.002399056379622021
RANDOM-FOREST;LANDSAT;20;0.1;79.9;2;2;F1_WEIGHTED;0.8653299394274219;0.0010741568041641276
NEURAL-NETWORK;LANDSAT;20;0.1;79.9;2;2;ACCURACY;0.861219258251932;0.018121809715361543
NEURAL-NETWORK;LANDSAT;20;0.1;79.9;2;2;AUC_MACRO;0.9792515439200712;0.00621888509315221
NEURAL-NETWORK;LANDSAT;20;0.1;79.9;2;2;AUC_WEIGHTED;0.9831989536375594;0.00436597398759352
NEURAL-NETWORK;LANDSAT;20;0.1;79.9;2;2;F1_MACRO;0.8096879521389473;0.0388435276341869
NEURAL-NETWORK;LANDSAT;20;0.1;79.9;2;2;F1_WEIGHTED;0.845895044448828;0.026115914241863308
KMEANS-RF;LANDSAT;20;0.1;79.9;2;2;ACCURACY;0.8747488146479763;0.0027256078566534688
KMEANS-RF;LANDSAT;20;0.1;79.9;2;2;AUC_MACRO;0.9804962486913281;0.001114879626884283
KMEANS-RF;LANDSAT;20;0.1;79.9;2;2;AUC_WEIGHTED;0.984117838945368;0.0007505991671832758
KMEANS-RF;LANDSAT;20;0.1;79.9;2;2;F1_MACRO;0.8433961298271493;0.0034125656281077
KMEANS-RF;LANDSAT;20;0.1;79.9;2;2;F1_WEIGHTED;0.8676009496681186;0.002619340955841712
LADDER-NETWORK;LANDSAT;20;0.1;79.9;2;2;ACCURACY;0.6710602602007054;0.00796087956682823
LADDER-NETWORK;LANDSAT;20;0.1;79.9;2;2;AUC_MACRO;0.8504740639992128;0.012771955503456155
LADDER-NETWORK;LANDSAT;20;0.1;79.9;2;2;AUC_WEIGHTED;0.86505960649448;0.011096395271321249
LADDER-NETWORK;LANDSAT;20;0.1;79.9;2;2;F1_MACRO;0.586053710387568;0.02649278840420703
LADDER-NETWORK;LANDSAT;20;0.1;79.9;2;2;F1_WEIGHTED;0.6393241823088762;0.014627965406649951
LABEL-SPREADING;LANDSAT;20;0.1;79.9;2;2;ACCURACY;0.9001016883298223;0.002629129495268496
LABEL-SPREADING;LANDSAT;20;0.1;79.9;2;2;AUC_MACRO;0.9884049401757714;0.0015117335265984158
LABEL-SPREADING;LANDSAT;20;0.1;79.9;2;2;AUC_WEIGHTED;0.9902665914486812;0.0013704446382456774
LABEL-SPREADING;LANDSAT;20;0.1;79.9;2;2;F1_MACRO;0.8778089277804388;0.004940119467497272
LABEL-SPREADING;LANDSAT;20;0.1;79.9;2;2;F1_WEIGHTED;0.8969950109166638;0.002905468120205025
RANDOM-FOREST;LETTER;20;0.1;79.9;2;2;ACCURACY;0.663394250048867;0.004835446942130593
RANDOM-FOREST;LETTER;20;0.1;79.9;2;2;AUC_MACRO;0.9560738722711001;0.0010331694757172352
RANDOM-FOREST;LETTER;20;0.1;79.9;2;2;AUC_WEIGHTED;0.9562873827942977;0.0011059691587593406
RANDOM-FOREST;LETTER;20;0.1;79.9;2;2;F1_MACRO;0.6500743673170998;0.009212739256261497
RANDOM-FOREST;LETTER;20;0.1;79.9;2;2;F1_WEIGHTED;0.6542556391579131;0.008800052279413896
NEURAL-NETWORK;LETTER;20;0.1;79.9;2;2;ACCURACY;0.9263227579899022;0.009026182439928494
NEURAL-NETWORK;LETTER;20;0.1;79.9;2;2;AUC_MACRO;0.9990138831669332;0.00018833286649660202
NEURAL-NETWORK;LETTER;20;0.1;79.9;2;2;AUC_WEIGHTED;0.9990210092035058;0.00018709318454088406
NEURAL-NETWORK;LETTER;20;0.1;79.9;2;2;F1_MACRO;0.9255689855632123;0.009178164942936242
NEURAL-NETWORK;LETTER;20;0.1;79.9;2;2;F1_WEIGHTED;0.9262738103845539;0.009138881119869562
KMEANS-RF;LETTER;20;0.1;79.9;2;2;ACCURACY;0.6635772245532208;0.004793024951797504
KMEANS-RF;LETTER;20;0.1;79.9;2;2;AUC_MACRO;0.9561097155058341;0.0012413036804244043
KMEANS-RF;LETTER;20;0.1;79.9;2;2;AUC_WEIGHTED;0.9563134834473397;0.001310047427556993
KMEANS-RF;LETTER;20;0.1;79.9;2;2;F1_MACRO;0.6513771159804976;0.008295063727413225
KMEANS-RF;LETTER;20;0.1;79.9;2;2;F1_WEIGHTED;0.6554121777673225;0.008245685798333229
LADDER-NETWORK;LETTER;20;0.1;79.9;2;2;ACCURACY;0.4210858177624955;0.014684095713032396
LADDER-NETWORK;LETTER;20;0.1;79.9;2;2;AUC_MACRO;0.9120771841063255;0.0036115192391171654
LADDER-NETWORK;LETTER;20;0.1;79.9;2;2;AUC_WEIGHTED;0.9126123515375215;0.0035351652046218952
LADDER-NETWORK;LETTER;20;0.1;79.9;2;2;F1_MACRO;0.3887705426809108;0.024117627657645864
LADDER-NETWORK;LETTER;20;0.1;79.9;2;2;F1_WEIGHTED;0.3900123577746568;0.024493390185369664
LABEL-SPREADING;LETTER;20;0.1;79.9;2;2;ACCURACY;0.8758351640516183;0.003710887361058503
LABEL-SPREADING;LETTER;20;0.1;79.9;2;2;AUC_MACRO;0.993226947339777;5.653007976178507e-05
LABEL-SPREADING;LETTER;20;0.1;79.9;2;2;AUC_WEIGHTED;0.993299837690382;1.9723729077362665e-05
LABEL-SPREADING;LETTER;20;0.1;79.9;2;2;F1_MACRO;0.8749246542333702;0.0034220317558651472
LABEL-SPREADING;LETTER;20;0.1;79.9;2;2;F1_WEIGHTED;0.8761929702946447;0.003491264754806156
RANDOM-FOREST;DIGITS;20;0.1;79.9;2;2;ACCURACY;0.9420942085807102;0.0015369816635879855
RANDOM-FOREST;DIGITS;20;0.1;79.9;2;2;AUC_MACRO;0.9964242720623013;0.0004978955401701828
RANDOM-FOREST;DIGITS;20;0.1;79.9;2;2;AUC_WEIGHTED;0.9963481982121538;0.0005522677001318792
RANDOM-FOREST;DIGITS;20;0.1;79.9;2;2;F1_MACRO;0.942446877047487;0.0020677522291446945
RANDOM-FOREST;DIGITS;20;0.1;79.9;2;2;F1_WEIGHTED;0.9421065931172441;0.0015852602145978675
NEURAL-NETWORK;DIGITS;20;0.1;79.9;2;2;ACCURACY;0.9690945606426731;0.005986829746451208
NEURAL-NETWORK;DIGITS;20;0.1;79.9;2;2;AUC_MACRO;0.998725063194319;0.00026197232227171807
NEURAL-NETWORK;DIGITS;20;0.1;79.9;2;2;AUC_WEIGHTED;0.9987176852590225;0.000269919177866978
NEURAL-NETWORK;DIGITS;20;0.1;79.9;2;2;F1_MACRO;0.9694030408393883;0.005906662772906737
NEURAL-NETWORK;DIGITS;20;0.1;79.9;2;2;F1_WEIGHTED;0.9690376392084697;0.006016510798874065
KMEANS-RF;DIGITS;20;0.1;79.9;2;2;ACCURACY;0.9423154475187633;0.0022281072214110644
KMEANS-RF;DIGITS;20;0.1;79.9;2;2;AUC_MACRO;0.9964298011813248;0.0004916467354545254
KMEANS-RF;DIGITS;20;0.1;79.9;2;2;AUC_WEIGHTED;0.9963509839820285;0.0005436634686162462
KMEANS-RF;DIGITS;20;0.1;79.9;2;2;F1_MACRO;0.942720312517355;0.0025974149007637333
KMEANS-RF;DIGITS;20;0.1;79.9;2;2;F1_WEIGHTED;0.9423197612784434;0.002249228148365347
LADDER-NETWORK;DIGITS;20;0.1;79.9;2;2;ACCURACY;0.9528144953511818;0.0043221971839265474
LADDER-NETWORK;DIGITS;20;0.1;79.9;2;2;AUC_MACRO;0.9983233691375267;0.0004969606151666946
LADDER-NETWORK;DIGITS;20;0.1;79.9;2;2;AUC_WEIGHTED;0.998307218705547;0.0005164610346358973
LADDER-NETWORK;DIGITS;20;0.1;79.9;2;2;F1_MACRO;0.9526807697758348;0.004565514510334705
LADDER-NETWORK;DIGITS;20;0.1;79.9;2;2;F1_WEIGHTED;0.9525224825838352;0.004485123873417037
LABEL-SPREADING;DIGITS;20;0.1;79.9;2;2;ACCURACY;0.9856774792363456;0.0012103391839178507
LABEL-SPREADING;DIGITS;20;0.1;79.9;2;2;AUC_MACRO;0.999050686502179;0.00032671043665769125
LABEL-SPREADING;DIGITS;20;0.1;79.9;2;2;AUC_WEIGHTED;0.9990257467799262;0.0003351856992495979
LABEL-SPREADING;DIGITS;20;0.1;79.9;2;2;F1_MACRO;0.9859266330663965;0.000997188270845995
LABEL-SPREADING;DIGITS;20;0.1;79.9;2;2;F1_WEIGHTED;0.9856983365017196;0.0011890469592861367
RANDOM-FOREST;CIFAR;20;0.1;79.9;2;2;ACCURACY;0.34478497281265447;0.006464012274158189
RANDOM-FOREST;CIFAR;20;0.1;79.9;2;2;AUC_MACRO;0.7847846325954178;0.0017818738411237876
RANDOM-FOREST;CIFAR;20;0.1;79.9;2;2;AUC_WEIGHTED;0.7852549955528231;0.0015737105542951626
RANDOM-FOREST;CIFAR;20;0.1;79.9;2;2;F1_MACRO;0.31504868562445043;0.005583999023418467
RANDOM-FOREST;CIFAR;20;0.1;79.9;2;2;F1_WEIGHTED;0.31757059518826103;0.005691734113500389
NEURAL-NETWORK;CIFAR;20;0.1;79.9;2;2;ACCURACY;0.3948344043499753;0.007347140721574072
NEURAL-NETWORK;CIFAR;20;0.1;79.9;2;2;AUC_MACRO;0.8301534177057288;0.0029427304304385725
NEURAL-NETWORK;CIFAR;20;0.1;79.9;2;2;AUC_WEIGHTED;0.831208153280294;0.0026661166335454276
NEURAL-NETWORK;CIFAR;20;0.1;79.9;2;2;F1_MACRO;0.3764617557997251;0.004503624982337055
NEURAL-NETWORK;CIFAR;20;0.1;79.9;2;2;F1_WEIGHTED;0.3801624528641392;0.004476889546499867
KMEANS-RF;CIFAR;20;0.1;79.9;2;2;ACCURACY;0.3404597132970836;0.007133400736362719
KMEANS-RF;CIFAR;20;0.1;79.9;2;2;AUC_MACRO;0.7847662824489247;0.0022776637122277426
KMEANS-RF;CIFAR;20;0.1;79.9;2;2;AUC_WEIGHTED;0.7852371525459128;0.0019279029475200644
KMEANS-RF;CIFAR;20;0.1;79.9;2;2;F1_MACRO;0.31024350132765344;0.005099672455676158
KMEANS-RF;CIFAR;20;0.1;79.9;2;2;F1_WEIGHTED;0.31275545459203435;0.005703452079232931
LADDER-NETWORK;CIFAR;20;0.1;79.9;2;2;ACCURACY;0.43549184379634204;0.007060235717788281
LADDER-NETWORK;CIFAR;20;0.1;79.9;2;2;AUC_MACRO;0.8519809528177623;0.004090650784543601
LADDER-NETWORK;CIFAR;20;0.1;79.9;2;2;AUC_WEIGHTED;0.8525059583684889;0.00410338329063388
LADDER-NETWORK;CIFAR;20;0.1;79.9;2;2;F1_MACRO;0.4310112811376219;0.00766681543255916
LADDER-NETWORK;CIFAR;20;0.1;79.9;2;2;F1_WEIGHTED;0.43284739839152336;0.007484092364208796
