FOLD;SAMPLE;PERC_UNLA;MODEL;METRIC;VALUE
1;1;10;LADDER-NETWORK;F1_MACRO;0.5437002340454831
1;1;10;LADDER-NETWORK;F1_WEIGHTED;0.5474002578122066
1;1;15;RANDOM-FOREST;ACCURACY;0.6555863342566943
1;1;15;RANDOM-FOREST;AUC_MACRO;0.9304031842634997
1;1;15;RANDOM-FOREST;AUC_WEIGHTED;0.9308164597980433
1;1;15;RANDOM-FOREST;F1_MACRO;0.6259250961963577
1;1;15;RANDOM-FOREST;F1_WEIGHTED;0.6244025018593194
1;1;15;NEURAL-NETWORK;ACCURACY;0.17266851338873498
1;1;15;NEURAL-NETWORK;AUC_MACRO;0.6893653864993409
1;1;15;NEURAL-NETWORK;AUC_WEIGHTED;0.6953019988365863
1;1;15;NEURAL-NETWORK;F1_MACRO;0.08550460125077344
1;1;15;NEURAL-NETWORK;F1_WEIGHTED;0.0881135570257271
1;1;15;KMEANS-RF;ACCURACY;0.8264081255771006
1;1;15;KMEANS-RF;AUC_MACRO;0.9781442804622611
1;1;15;KMEANS-RF;AUC_WEIGHTED;0.9779066705336589
1;1;15;KMEANS-RF;F1_MACRO;0.8292781541808063
1;1;15;KMEANS-RF;F1_WEIGHTED;0.8262345937840366
1;1;15;LADDER-NETWORK;ACCURACY;0.5817174515235457
1;1;15;LADDER-NETWORK;AUC_MACRO;0.9198083562010082
1;1;15;LADDER-NETWORK;AUC_WEIGHTED;0.9199799510909686
1;1;15;LADDER-NETWORK;F1_MACRO;0.5246227028338459
1;1;15;LADDER-NETWORK;F1_WEIGHTED;0.5260006805280307
1;1;20;RANDOM-FOREST;ACCURACY;0.6555863342566943
1;1;20;RANDOM-FOREST;AUC_MACRO;0.9304028428297745
1;1;20;RANDOM-FOREST;AUC_WEIGHTED;0.930815967578831
1;1;20;RANDOM-FOREST;F1_MACRO;0.6259250961963577
1;1;20;RANDOM-FOREST;F1_WEIGHTED;0.6244025018593194
1;1;20;NEURAL-NETWORK;ACCURACY;0.17266851338873498
1;1;20;NEURAL-NETWORK;AUC_MACRO;0.6893653864993409
1;1;20;NEURAL-NETWORK;AUC_WEIGHTED;0.6953019988365863
1;1;20;NEURAL-NETWORK;F1_MACRO;0.08550460125077344
1;1;20;NEURAL-NETWORK;F1_WEIGHTED;0.0881135570257271
1;1;20;KMEANS-RF;ACCURACY;0.7442289935364728
1;1;20;KMEANS-RF;AUC_MACRO;0.9663333002676813
1;1;20;KMEANS-RF;AUC_WEIGHTED;0.9664601960181894
1;1;20;KMEANS-RF;F1_MACRO;0.711544127750577
1;1;20;KMEANS-RF;F1_WEIGHTED;0.7116934128704654
1;1;20;LADDER-NETWORK;ACCURACY;0.61865189289012
1;1;20;LADDER-NETWORK;AUC_MACRO;0.9292536416950767
1;1;20;LADDER-NETWORK;AUC_WEIGHTED;0.9289358750721027
1;1;20;LADDER-NETWORK;F1_MACRO;0.5814033208007194
1;1;20;LADDER-NETWORK;F1_WEIGHTED;0.5803503423524161
1;1;25;RANDOM-FOREST;ACCURACY;0.6555863342566943
1;1;25;RANDOM-FOREST;AUC_MACRO;0.930402834890268
1;1;25;RANDOM-FOREST;AUC_WEIGHTED;0.930815969100684
1;1;25;RANDOM-FOREST;F1_MACRO;0.6259250961963577
1;1;25;RANDOM-FOREST;F1_WEIGHTED;0.6244025018593194
1;1;25;NEURAL-NETWORK;ACCURACY;0.17266851338873498
1;1;25;NEURAL-NETWORK;AUC_MACRO;0.6893653864993409
1;1;25;NEURAL-NETWORK;AUC_WEIGHTED;0.6953019988365863
1;1;25;NEURAL-NETWORK;F1_MACRO;0.08550460125077344
1;1;25;NEURAL-NETWORK;F1_WEIGHTED;0.0881135570257271
1;1;25;KMEANS-RF;ACCURACY;0.775623268698061
1;1;25;KMEANS-RF;AUC_MACRO;0.9740772479959008
1;1;25;KMEANS-RF;AUC_WEIGHTED;0.9735764912230294
1;1;25;KMEANS-RF;F1_MACRO;0.7712590408846749
1;1;25;KMEANS-RF;F1_WEIGHTED;0.766037568428086
1;1;25;LADDER-NETWORK;ACCURACY;0.5881809787626963
1;1;25;LADDER-NETWORK;AUC_MACRO;0.9214870626885233
1;1;25;LADDER-NETWORK;AUC_WEIGHTED;0.9226843477772814
1;1;25;LADDER-NETWORK;F1_MACRO;0.5336523031352076
1;1;25;LADDER-NETWORK;F1_WEIGHTED;0.5372146219693842
1;1;30;RANDOM-FOREST;ACCURACY;0.6555863342566943
1;1;30;RANDOM-FOREST;AUC_MACRO;0.9304047073251338
1;1;30;RANDOM-FOREST;AUC_WEIGHTED;0.9308178665807114
1;1;30;RANDOM-FOREST;F1_MACRO;0.6259250961963577
1;1;30;RANDOM-FOREST;F1_WEIGHTED;0.6244025018593194
1;1;30;NEURAL-NETWORK;ACCURACY;0.17266851338873498
1;1;30;NEURAL-NETWORK;AUC_MACRO;0.6893653864993409
1;1;30;NEURAL-NETWORK;AUC_WEIGHTED;0.6953019988365863
1;1;30;NEURAL-NETWORK;F1_MACRO;0.08550460125077344
1;1;30;NEURAL-NETWORK;F1_WEIGHTED;0.0881135570257271
1;1;30;KMEANS-RF;ACCURACY;0.7691597414589104
1;1;30;KMEANS-RF;AUC_MACRO;0.9792074520370585
1;1;30;KMEANS-RF;AUC_WEIGHTED;0.9790903261432485
1;1;30;KMEANS-RF;F1_MACRO;0.7394258984771312
1;1;30;KMEANS-RF;F1_WEIGHTED;0.7405826565621606
1;1;30;LADDER-NETWORK;ACCURACY;0.6528162511542013
1;1;30;LADDER-NETWORK;AUC_MACRO;0.9342069811339083
1;1;30;LADDER-NETWORK;AUC_WEIGHTED;0.9348759076800811
1;1;30;LADDER-NETWORK;F1_MACRO;0.6065447471195421
1;1;30;LADDER-NETWORK;F1_WEIGHTED;0.610977092899947
1;1;35;RANDOM-FOREST;ACCURACY;0.6555863342566943
1;1;35;RANDOM-FOREST;AUC_MACRO;0.930404199406504
1;1;35;RANDOM-FOREST;AUC_WEIGHTED;0.930817398012889
1;1;35;RANDOM-FOREST;F1_MACRO;0.6259250961963577
1;1;35;RANDOM-FOREST;F1_WEIGHTED;0.6244025018593194
1;1;35;NEURAL-NETWORK;ACCURACY;0.17266851338873498
1;1;35;NEURAL-NETWORK;AUC_MACRO;0.6893653864993409
1;1;35;NEURAL-NETWORK;AUC_WEIGHTED;0.6953019988365863
1;1;35;NEURAL-NETWORK;F1_MACRO;0.08550460125077344
1;1;35;NEURAL-NETWORK;F1_WEIGHTED;0.0881135570257271
1;1;35;KMEANS-RF;ACCURACY;0.7765466297322253
1;1;35;KMEANS-RF;AUC_MACRO;0.973852293668639
1;1;35;KMEANS-RF;AUC_WEIGHTED;0.9738375246578985
1;1;35;KMEANS-RF;F1_MACRO;0.7607302945456312
1;1;35;KMEANS-RF;F1_WEIGHTED;0.7603606141925074
1;1;35;LADDER-NETWORK;ACCURACY;0.6001846722068329
1;1;35;LADDER-NETWORK;AUC_MACRO;0.9277044957199413
1;1;35;LADDER-NETWORK;AUC_WEIGHTED;0.9273615489420503
1;1;35;LADDER-NETWORK;F1_MACRO;0.5591660088432319
1;1;35;LADDER-NETWORK;F1_WEIGHTED;0.558618149154666
1;1;40;RANDOM-FOREST;ACCURACY;0.6555863342566943
1;1;40;RANDOM-FOREST;AUC_MACRO;0.9304036932561883
1;1;40;RANDOM-FOREST;AUC_WEIGHTED;0.930816928379749
1;1;40;RANDOM-FOREST;F1_MACRO;0.6259250961963577
1;1;40;RANDOM-FOREST;F1_WEIGHTED;0.6244025018593194
1;1;40;NEURAL-NETWORK;ACCURACY;0.17266851338873498
1;1;40;NEURAL-NETWORK;AUC_MACRO;0.6893653864993409
1;1;40;NEURAL-NETWORK;AUC_WEIGHTED;0.6953019988365863
1;1;40;NEURAL-NETWORK;F1_MACRO;0.08550460125077344
1;1;40;NEURAL-NETWORK;F1_WEIGHTED;0.0881135570257271
1;1;40;KMEANS-RF;ACCURACY;0.7562326869806094
1;1;40;KMEANS-RF;AUC_MACRO;0.9779529966575019
1;1;40;KMEANS-RF;AUC_WEIGHTED;0.9775221291918396
1;1;40;KMEANS-RF;F1_MACRO;0.7480135818896025
1;1;40;KMEANS-RF;F1_WEIGHTED;0.7482373503257139
1;1;40;LADDER-NETWORK;ACCURACY;0.6084949215143121
1;1;40;LADDER-NETWORK;AUC_MACRO;0.9325956477423679
1;1;40;LADDER-NETWORK;AUC_WEIGHTED;0.933515419045489
1;1;40;LADDER-NETWORK;F1_MACRO;0.5702711086138269
1;1;40;LADDER-NETWORK;F1_WEIGHTED;0.5718820218683375
1;2;5;RANDOM-FOREST;ACCURACY;0.5715604801477377
1;2;5;RANDOM-FOREST;AUC_MACRO;0.8841532747233698
1;2;5;RANDOM-FOREST;AUC_WEIGHTED;0.8796808537498385
1;2;5;RANDOM-FOREST;F1_MACRO;0.5433699048545504
1;2;5;RANDOM-FOREST;F1_WEIGHTED;0.5337710961734164
1;2;5;NEURAL-NETWORK;ACCURACY;0.14312096029547552
1;2;5;NEURAL-NETWORK;AUC_MACRO;0.6650299107080445
1;2;5;NEURAL-NETWORK;AUC_WEIGHTED;0.6720421329466265
1;2;5;NEURAL-NETWORK;F1_MACRO;0.05497460443942574
1;2;5;NEURAL-NETWORK;F1_WEIGHTED;0.05921157121233448
1;2;5;KMEANS-RF;ACCURACY;0.6131117266851339
1;2;5;KMEANS-RF;AUC_MACRO;0.8953221493780704
1;2;5;KMEANS-RF;AUC_WEIGHTED;0.8903152621378589
1;2;5;KMEANS-RF;F1_MACRO;0.6099093465776702
1;2;5;KMEANS-RF;F1_WEIGHTED;0.6024151319781392
1;2;5;LADDER-NETWORK;ACCURACY;0.5300092336103417
1;2;5;LADDER-NETWORK;AUC_MACRO;0.8556404686288561
1;2;5;LADDER-NETWORK;AUC_WEIGHTED;0.8475769388483503
1;2;5;LADDER-NETWORK;F1_MACRO;0.5063959441647518
1;2;5;LADDER-NETWORK;F1_WEIGHTED;0.5019938162632056
1;2;10;RANDOM-FOREST;ACCURACY;0.5715604801477377
1;2;10;RANDOM-FOREST;AUC_MACRO;0.8841517498280724
1;2;10;RANDOM-FOREST;AUC_WEIGHTED;0.8796794447671181
1;2;10;RANDOM-FOREST;F1_MACRO;0.5433699048545504
1;2;10;RANDOM-FOREST;F1_WEIGHTED;0.5337710961734164
1;2;10;NEURAL-NETWORK;ACCURACY;0.14312096029547552
1;2;10;NEURAL-NETWORK;AUC_MACRO;0.6650299107080445
1;2;10;NEURAL-NETWORK;AUC_WEIGHTED;0.6720421329466265
1;2;10;NEURAL-NETWORK;F1_MACRO;0.05497460443942574
1;2;10;NEURAL-NETWORK;F1_WEIGHTED;0.05921157121233448
1;2;10;KMEANS-RF;ACCURACY;0.7553093259464451
1;2;10;KMEANS-RF;AUC_MACRO;0.9271387944191195
1;2;10;KMEANS-RF;AUC_WEIGHTED;0.9217048940596311
1;2;10;KMEANS-RF;F1_MACRO;0.7332073655348913
1;2;10;KMEANS-RF;F1_WEIGHTED;0.7231042659586968
1;2;10;LADDER-NETWORK;ACCURACY;0.5189289012003694
1;2;10;LADDER-NETWORK;AUC_MACRO;0.8763484806587387
1;2;10;LADDER-NETWORK;AUC_WEIGHTED;0.8729007842059119
1;2;10;LADDER-NETWORK;F1_MACRO;0.49016598095882724
1;2;10;LADDER-NETWORK;F1_WEIGHTED;0.4847891436377475
1;2;15;RANDOM-FOREST;ACCURACY;0.5715604801477377
1;2;15;RANDOM-FOREST;AUC_MACRO;0.8841577031551509
1;2;15;RANDOM-FOREST;AUC_WEIGHTED;0.8796850970455385
1;2;15;RANDOM-FOREST;F1_MACRO;0.5433699048545504
1;2;15;RANDOM-FOREST;F1_WEIGHTED;0.5337710961734164
1;2;15;NEURAL-NETWORK;ACCURACY;0.14312096029547552
1;2;15;NEURAL-NETWORK;AUC_MACRO;0.6650299107080445
1;2;15;NEURAL-NETWORK;AUC_WEIGHTED;0.6720421329466265
1;2;15;NEURAL-NETWORK;F1_MACRO;0.05497460443942574
1;2;15;NEURAL-NETWORK;F1_WEIGHTED;0.05921157121233448
1;2;15;KMEANS-RF;ACCURACY;0.7543859649122807
1;2;15;KMEANS-RF;AUC_MACRO;0.9332716413969324
1;2;15;KMEANS-RF;AUC_WEIGHTED;0.9280719905637784
1;2;15;KMEANS-RF;F1_MACRO;0.7261426775762171
1;2;15;KMEANS-RF;F1_WEIGHTED;0.7178836537300824
1;2;15;LADDER-NETWORK;ACCURACY;0.5734072022160664
1;2;15;LADDER-NETWORK;AUC_MACRO;0.903410260500487
1;2;15;LADDER-NETWORK;AUC_WEIGHTED;0.901463290331187
1;2;15;LADDER-NETWORK;F1_MACRO;0.5360056788539775
1;2;15;LADDER-NETWORK;F1_WEIGHTED;0.5288633593748858
1;2;20;RANDOM-FOREST;ACCURACY;0.5715604801477377
1;2;20;RANDOM-FOREST;AUC_MACRO;0.884147261483424
1;2;20;RANDOM-FOREST;AUC_WEIGHTED;0.8796752082075465
1;2;20;RANDOM-FOREST;F1_MACRO;0.5433699048545504
1;2;20;RANDOM-FOREST;F1_WEIGHTED;0.5337710961734164
1;2;20;NEURAL-NETWORK;ACCURACY;0.14312096029547552
1;2;20;NEURAL-NETWORK;AUC_MACRO;0.6650299107080445
1;2;20;NEURAL-NETWORK;AUC_WEIGHTED;0.6720421329466265
1;2;20;NEURAL-NETWORK;F1_MACRO;0.05497460443942574
1;2;20;NEURAL-NETWORK;F1_WEIGHTED;0.05921157121233448
1;2;20;KMEANS-RF;ACCURACY;0.7285318559556787
1;2;20;KMEANS-RF;AUC_MACRO;0.9368630460698466
1;2;20;KMEANS-RF;AUC_WEIGHTED;0.932975344027892
1;2;20;KMEANS-RF;F1_MACRO;0.6892824298499917
1;2;20;KMEANS-RF;F1_WEIGHTED;0.6801788291648391
1;2;20;LADDER-NETWORK;ACCURACY;0.5475530932594644
1;2;20;LADDER-NETWORK;AUC_MACRO;0.8761136386199441
1;2;20;LADDER-NETWORK;AUC_WEIGHTED;0.8720492409353564
1;2;20;LADDER-NETWORK;F1_MACRO;0.5278591203156473
1;2;20;LADDER-NETWORK;F1_WEIGHTED;0.5243240738250693
1;2;25;RANDOM-FOREST;ACCURACY;0.5715604801477377
1;2;25;RANDOM-FOREST;AUC_MACRO;0.8841493384751381
1;2;25;RANDOM-FOREST;AUC_WEIGHTED;0.879677081518241
1;2;25;RANDOM-FOREST;F1_MACRO;0.5433699048545504
1;2;25;RANDOM-FOREST;F1_WEIGHTED;0.5337710961734164
1;2;25;NEURAL-NETWORK;ACCURACY;0.14312096029547552
1;2;25;NEURAL-NETWORK;AUC_MACRO;0.6650299107080445
1;2;25;NEURAL-NETWORK;AUC_WEIGHTED;0.6720421329466265
1;2;25;NEURAL-NETWORK;F1_MACRO;0.05497460443942574
1;2;25;NEURAL-NETWORK;F1_WEIGHTED;0.05921157121233448
1;2;25;KMEANS-RF;ACCURACY;0.7349953831948292
1;2;25;KMEANS-RF;AUC_MACRO;0.9412901021064706
1;2;25;KMEANS-RF;AUC_WEIGHTED;0.9384893771301551
1;2;25;KMEANS-RF;F1_MACRO;0.6989387217317867
1;2;25;KMEANS-RF;F1_WEIGHTED;0.6916045478273182
1;2;25;LADDER-NETWORK;ACCURACY;0.5650969529085873
1;2;25;LADDER-NETWORK;AUC_MACRO;0.900686349307221
1;2;25;LADDER-NETWORK;AUC_WEIGHTED;0.8971752114162784
1;2;25;LADDER-NETWORK;F1_MACRO;0.533803830764205
1;2;25;LADDER-NETWORK;F1_WEIGHTED;0.5274346972698984
1;2;30;RANDOM-FOREST;ACCURACY;0.5715604801477377
1;2;30;RANDOM-FOREST;AUC_MACRO;0.8841418632436374
1;2;30;RANDOM-FOREST;AUC_WEIGHTED;0.8796700197622561
1;2;30;RANDOM-FOREST;F1_MACRO;0.5433699048545504
1;2;30;RANDOM-FOREST;F1_WEIGHTED;0.5337710961734164
1;2;30;NEURAL-NETWORK;ACCURACY;0.14312096029547552
1;2;30;NEURAL-NETWORK;AUC_MACRO;0.6650299107080445
1;2;30;NEURAL-NETWORK;AUC_WEIGHTED;0.6720421329466265
1;2;30;NEURAL-NETWORK;F1_MACRO;0.05497460443942574
1;2;30;NEURAL-NETWORK;F1_WEIGHTED;0.05921157121233448
1;2;30;KMEANS-RF;ACCURACY;0.6805170821791321
1;2;30;KMEANS-RF;AUC_MACRO;0.9337633859475254
1;2;30;KMEANS-RF;AUC_WEIGHTED;0.9284054067351628
1;2;30;KMEANS-RF;F1_MACRO;0.6543926484121485
1;2;30;KMEANS-RF;F1_WEIGHTED;0.6393868605218785
1;2;30;LADDER-NETWORK;ACCURACY;0.5660203139427517
1;2;30;LADDER-NETWORK;AUC_MACRO;0.8841624380374429
1;2;30;LADDER-NETWORK;AUC_WEIGHTED;0.8786562844817498
1;2;30;LADDER-NETWORK;F1_MACRO;0.5370675168072292
1;2;30;LADDER-NETWORK;F1_WEIGHTED;0.5309740662415537
1;2;35;RANDOM-FOREST;ACCURACY;0.5715604801477377
1;2;35;RANDOM-FOREST;AUC_MACRO;0.88414486138479
1;2;35;RANDOM-FOREST;AUC_WEIGHTED;0.8796728434963056
1;2;35;RANDOM-FOREST;F1_MACRO;0.5433699048545504
1;2;35;RANDOM-FOREST;F1_WEIGHTED;0.5337710961734164
1;2;35;NEURAL-NETWORK;ACCURACY;0.14312096029547552
1;2;35;NEURAL-NETWORK;AUC_MACRO;0.6650299107080445
1;2;35;NEURAL-NETWORK;AUC_WEIGHTED;0.6720421329466265
1;2;35;NEURAL-NETWORK;F1_MACRO;0.05497460443942574
1;2;35;NEURAL-NETWORK;F1_WEIGHTED;0.05921157121233448
1;2;35;KMEANS-RF;ACCURACY;0.6518928901200369
1;2;35;KMEANS-RF;AUC_MACRO;0.9505883044777758
1;2;35;KMEANS-RF;AUC_WEIGHTED;0.9478072626279342
1;2;35;KMEANS-RF;F1_MACRO;0.6172363485937062
1;2;35;KMEANS-RF;F1_WEIGHTED;0.6100840887878208
1;2;35;LADDER-NETWORK;ACCURACY;0.5734072022160664
1;2;35;LADDER-NETWORK;AUC_MACRO;0.9039240868180141
1;2;35;LADDER-NETWORK;AUC_WEIGHTED;0.9016307369697344
1;2;35;LADDER-NETWORK;F1_MACRO;0.5408806289247475
1;2;35;LADDER-NETWORK;F1_WEIGHTED;0.5355691449193671
1;2;40;RANDOM-FOREST;ACCURACY;0.5715604801477377
1;2;40;RANDOM-FOREST;AUC_MACRO;0.8841482866885292
1;2;40;RANDOM-FOREST;AUC_WEIGHTED;0.8796761465679251
1;2;40;RANDOM-FOREST;F1_MACRO;0.5433699048545504
1;2;40;RANDOM-FOREST;F1_WEIGHTED;0.5337710961734164
1;2;40;NEURAL-NETWORK;ACCURACY;0.14312096029547552
1;2;40;NEURAL-NETWORK;AUC_MACRO;0.6650299107080445
1;2;40;NEURAL-NETWORK;AUC_WEIGHTED;0.6720421329466265
1;2;40;NEURAL-NETWORK;F1_MACRO;0.05497460443942574
1;2;40;NEURAL-NETWORK;F1_WEIGHTED;0.05921157121233448
1;2;40;KMEANS-RF;ACCURACY;0.6685133887349953
1;2;40;KMEANS-RF;AUC_MACRO;0.9334878685838491
1;2;40;KMEANS-RF;AUC_WEIGHTED;0.927087765298473
1;2;40;KMEANS-RF;F1_MACRO;0.6207585490469698
1;2;40;KMEANS-RF;F1_WEIGHTED;0.602607455231322
1;2;40;LADDER-NETWORK;ACCURACY;0.5854108956602031
1;2;40;LADDER-NETWORK;AUC_MACRO;0.929458202810171
1;2;40;LADDER-NETWORK;AUC_WEIGHTED;0.9293022197891161
1;2;40;LADDER-NETWORK;F1_MACRO;0.5444987366842747
1;2;40;LADDER-NETWORK;F1_WEIGHTED;0.5393160111340444
2;1;5;RANDOM-FOREST;ACCURACY;0.6517367458866545
2;1;5;RANDOM-FOREST;AUC_MACRO;0.9598822269883959
2;1;5;RANDOM-FOREST;AUC_WEIGHTED;0.9587025611137779
2;1;5;RANDOM-FOREST;F1_MACRO;0.6060856576386063
2;1;5;RANDOM-FOREST;F1_WEIGHTED;0.5961259243664243
2;1;5;NEURAL-NETWORK;ACCURACY;0.16819012797074953
2;1;5;NEURAL-NETWORK;AUC_MACRO;0.6508182037019173
2;1;5;NEURAL-NETWORK;AUC_WEIGHTED;0.6482059845215788
2;1;5;NEURAL-NETWORK;F1_MACRO;0.06366350974193462
2;1;5;NEURAL-NETWORK;F1_WEIGHTED;0.06342639882185282
2;1;5;KMEANS-RF;ACCURACY;0.8117001828153565
2;1;5;KMEANS-RF;AUC_MACRO;0.9853253415651249
2;1;5;KMEANS-RF;AUC_WEIGHTED;0.9852022642427016
2;1;5;KMEANS-RF;F1_MACRO;0.7863086272027208
2;1;5;KMEANS-RF;F1_WEIGHTED;0.7858674925648316
2;1;5;LADDER-NETWORK;ACCURACY;0.4186471663619744
2;1;5;LADDER-NETWORK;AUC_MACRO;0.8166727348835401
2;1;5;LADDER-NETWORK;AUC_WEIGHTED;0.8112032940407546
2;1;5;LADDER-NETWORK;F1_MACRO;0.3524580551892202
2;1;5;LADDER-NETWORK;F1_WEIGHTED;0.33600758930845626
2;1;10;RANDOM-FOREST;ACCURACY;0.6517367458866545
2;1;10;RANDOM-FOREST;AUC_MACRO;0.959879644948949
2;1;10;RANDOM-FOREST;AUC_WEIGHTED;0.9587002828534797
2;1;10;RANDOM-FOREST;F1_MACRO;0.6060856576386063
2;1;10;RANDOM-FOREST;F1_WEIGHTED;0.5961259243664243
2;1;10;NEURAL-NETWORK;ACCURACY;0.16819012797074953
2;1;10;NEURAL-NETWORK;AUC_MACRO;0.6508182037019173
2;1;10;NEURAL-NETWORK;AUC_WEIGHTED;0.6482059845215788
2;1;10;NEURAL-NETWORK;F1_MACRO;0.06366350974193462
2;1;10;NEURAL-NETWORK;F1_WEIGHTED;0.06342639882185282
2;1;10;KMEANS-RF;ACCURACY;0.7221206581352834
2;1;10;KMEANS-RF;AUC_MACRO;0.968329726348838
2;1;10;KMEANS-RF;AUC_WEIGHTED;0.9677384946421511
2;1;10;KMEANS-RF;F1_MACRO;0.6952678189704586
2;1;10;KMEANS-RF;F1_WEIGHTED;0.6927145564890225
2;1;10;LADDER-NETWORK;ACCURACY;0.48171846435100546
2;1;10;LADDER-NETWORK;AUC_MACRO;0.8982652005179663
2;1;10;LADDER-NETWORK;AUC_WEIGHTED;0.8956944727531753
2;1;10;LADDER-NETWORK;F1_MACRO;0.40938236285718455
2;1;10;LADDER-NETWORK;F1_WEIGHTED;0.39479181434755206
2;1;15;RANDOM-FOREST;ACCURACY;0.6517367458866545
2;1;15;RANDOM-FOREST;AUC_MACRO;0.9598825074431607
2;1;15;RANDOM-FOREST;AUC_WEIGHTED;0.9587030535475983
2;1;15;RANDOM-FOREST;F1_MACRO;0.6060856576386063
2;1;15;RANDOM-FOREST;F1_WEIGHTED;0.5961259243664243
2;1;15;NEURAL-NETWORK;ACCURACY;0.16819012797074953
2;1;15;NEURAL-NETWORK;AUC_MACRO;0.6508182037019173
2;1;15;NEURAL-NETWORK;AUC_WEIGHTED;0.6482059845215788
2;1;15;NEURAL-NETWORK;F1_MACRO;0.06366350974193462
2;1;15;NEURAL-NETWORK;F1_WEIGHTED;0.06342639882185282
2;1;15;KMEANS-RF;ACCURACY;0.8007312614259597
2;1;15;KMEANS-RF;AUC_MACRO;0.9841588224660427
2;1;15;KMEANS-RF;AUC_WEIGHTED;0.9836645581209069
2;1;15;KMEANS-RF;F1_MACRO;0.7770656769416936
2;1;15;KMEANS-RF;F1_WEIGHTED;0.7745486353155913
2;1;15;LADDER-NETWORK;ACCURACY;0.4954296160877514
2;1;15;LADDER-NETWORK;AUC_MACRO;0.9315658107674688
2;1;15;LADDER-NETWORK;AUC_WEIGHTED;0.9305525856445581
2;1;15;LADDER-NETWORK;F1_MACRO;0.4222216487475903
2;1;15;LADDER-NETWORK;F1_WEIGHTED;0.4082193849805642
2;1;20;RANDOM-FOREST;ACCURACY;0.6517367458866545
2;1;20;RANDOM-FOREST;AUC_MACRO;0.9598825933138514
2;1;20;RANDOM-FOREST;AUC_WEIGHTED;0.9587030447490655
2;1;20;RANDOM-FOREST;F1_MACRO;0.6060856576386063
2;1;20;RANDOM-FOREST;F1_WEIGHTED;0.5961259243664243
2;1;20;NEURAL-NETWORK;ACCURACY;0.16819012797074953
2;1;20;NEURAL-NETWORK;AUC_MACRO;0.6508182037019173
2;1;20;NEURAL-NETWORK;AUC_WEIGHTED;0.6482059845215788
2;1;20;NEURAL-NETWORK;F1_MACRO;0.06366350974193462
2;1;20;NEURAL-NETWORK;F1_WEIGHTED;0.06342639882185282
2;1;20;KMEANS-RF;ACCURACY;0.7925045703839122
2;1;20;KMEANS-RF;AUC_MACRO;0.9809227778741185
2;1;20;KMEANS-RF;AUC_WEIGHTED;0.9805067743389296
2;1;20;KMEANS-RF;F1_MACRO;0.7586782351085641
2;1;20;KMEANS-RF;F1_WEIGHTED;0.7574059342479538
2;1;20;LADDER-NETWORK;ACCURACY;0.5137111517367459
2;1;20;LADDER-NETWORK;AUC_MACRO;0.8614974626206466
