FOLD;SAMPLE;PERC_UNLA;MODEL;METRIC;VALUE
2;1;20;LADDER-NETWORK;AUC_WEIGHTED;0.8577912146388627
2;1;20;LADDER-NETWORK;F1_MACRO;0.457386933107056
2;1;20;LADDER-NETWORK;F1_WEIGHTED;0.4460863934242674
2;1;25;RANDOM-FOREST;ACCURACY;0.6517367458866545
2;1;25;RANDOM-FOREST;AUC_MACRO;0.9598815635771356
2;1;25;RANDOM-FOREST;AUC_WEIGHTED;0.9587021269502454
2;1;25;RANDOM-FOREST;F1_MACRO;0.6060856576386063
2;1;25;RANDOM-FOREST;F1_WEIGHTED;0.5961259243664243
2;1;25;NEURAL-NETWORK;ACCURACY;0.16819012797074953
2;1;25;NEURAL-NETWORK;AUC_MACRO;0.6508182037019173
2;1;25;NEURAL-NETWORK;AUC_WEIGHTED;0.6482059845215788
2;1;25;NEURAL-NETWORK;F1_MACRO;0.06366350974193462
2;1;25;NEURAL-NETWORK;F1_WEIGHTED;0.06342639882185282
2;1;25;KMEANS-RF;ACCURACY;0.8043875685557587
2;1;25;KMEANS-RF;AUC_MACRO;0.9736585073432357
2;1;25;KMEANS-RF;AUC_WEIGHTED;0.9729199756442404
2;1;25;KMEANS-RF;F1_MACRO;0.7948280432408856
2;1;25;KMEANS-RF;F1_WEIGHTED;0.7909655419873192
2;1;25;LADDER-NETWORK;ACCURACY;0.5219378427787934
2;1;25;LADDER-NETWORK;AUC_MACRO;0.8952099791281855
2;1;25;LADDER-NETWORK;AUC_WEIGHTED;0.8923364455684544
2;1;25;LADDER-NETWORK;F1_MACRO;0.467510941699258
2;1;25;LADDER-NETWORK;F1_WEIGHTED;0.45632510574166474
2;1;30;RANDOM-FOREST;ACCURACY;0.6517367458866545
2;1;30;RANDOM-FOREST;AUC_MACRO;0.9598829656837005
2;1;30;RANDOM-FOREST;AUC_WEIGHTED;0.9587035184900105
2;1;30;RANDOM-FOREST;F1_MACRO;0.6060856576386063
2;1;30;RANDOM-FOREST;F1_WEIGHTED;0.5961259243664243
2;1;30;NEURAL-NETWORK;ACCURACY;0.16819012797074953
2;1;30;NEURAL-NETWORK;AUC_MACRO;0.6508182037019173
2;1;30;NEURAL-NETWORK;AUC_WEIGHTED;0.6482059845215788
2;1;30;NEURAL-NETWORK;F1_MACRO;0.06366350974193462
2;1;30;NEURAL-NETWORK;F1_WEIGHTED;0.06342639882185282
2;1;30;KMEANS-RF;ACCURACY;0.7879341864716636
2;1;30;KMEANS-RF;AUC_MACRO;0.9815357497958137
2;1;30;KMEANS-RF;AUC_WEIGHTED;0.9815909316134387
2;1;30;KMEANS-RF;F1_MACRO;0.7537704762231903
2;1;30;KMEANS-RF;F1_WEIGHTED;0.7499222972032196
2;1;30;LADDER-NETWORK;ACCURACY;0.5228519195612431
2;1;30;LADDER-NETWORK;AUC_MACRO;0.9322831214428344
2;1;30;LADDER-NETWORK;AUC_WEIGHTED;0.931202098816558
2;1;30;LADDER-NETWORK;F1_MACRO;0.46374102444485227
2;1;30;LADDER-NETWORK;F1_WEIGHTED;0.4514907045968995
2;1;35;RANDOM-FOREST;ACCURACY;0.6517367458866545
2;1;35;RANDOM-FOREST;AUC_MACRO;0.9598802450114852
2;1;35;RANDOM-FOREST;AUC_WEIGHTED;0.9587007250439579
2;1;35;RANDOM-FOREST;F1_MACRO;0.6060856576386063
2;1;35;RANDOM-FOREST;F1_WEIGHTED;0.5961259243664243
2;1;35;NEURAL-NETWORK;ACCURACY;0.16819012797074953
2;1;35;NEURAL-NETWORK;AUC_MACRO;0.6508182037019173
2;1;35;NEURAL-NETWORK;AUC_WEIGHTED;0.6482059845215788
2;1;35;NEURAL-NETWORK;F1_MACRO;0.06366350974193462
2;1;35;NEURAL-NETWORK;F1_WEIGHTED;0.06342639882185282
2;1;35;KMEANS-RF;ACCURACY;0.7669104204753199
2;1;35;KMEANS-RF;AUC_MACRO;0.9782774235071064
2;1;35;KMEANS-RF;AUC_WEIGHTED;0.977660169229848
2;1;35;KMEANS-RF;F1_MACRO;0.732751531115024
2;1;35;KMEANS-RF;F1_WEIGHTED;0.7274702265048575
2;1;35;LADDER-NETWORK;ACCURACY;0.5283363802559415
2;1;35;LADDER-NETWORK;AUC_MACRO;0.9129705339306696
2;1;35;LADDER-NETWORK;AUC_WEIGHTED;0.9108102448306342
2;1;35;LADDER-NETWORK;F1_MACRO;0.4808312339950433
2;1;35;LADDER-NETWORK;F1_WEIGHTED;0.46648183666265075
2;1;40;RANDOM-FOREST;ACCURACY;0.6517367458866545
2;1;40;RANDOM-FOREST;AUC_MACRO;0.959884311448058
2;1;40;RANDOM-FOREST;AUC_WEIGHTED;0.9587049223738175
2;1;40;RANDOM-FOREST;F1_MACRO;0.6060856576386063
2;1;40;RANDOM-FOREST;F1_WEIGHTED;0.5961259243664243
2;1;40;NEURAL-NETWORK;ACCURACY;0.16819012797074953
2;1;40;NEURAL-NETWORK;AUC_MACRO;0.6508182037019173
2;1;40;NEURAL-NETWORK;AUC_WEIGHTED;0.6482059845215788
2;1;40;NEURAL-NETWORK;F1_MACRO;0.06366350974193462
2;1;40;NEURAL-NETWORK;F1_WEIGHTED;0.06342639882185282
2;1;40;KMEANS-RF;ACCURACY;0.7742230347349177
2;1;40;KMEANS-RF;AUC_MACRO;0.9751554720909489
2;1;40;KMEANS-RF;AUC_WEIGHTED;0.9742955453915592
2;1;40;KMEANS-RF;F1_MACRO;0.7404442816490228
2;1;40;KMEANS-RF;F1_WEIGHTED;0.7370299120456756
2;1;40;LADDER-NETWORK;ACCURACY;0.5557586837294333
2;1;40;LADDER-NETWORK;AUC_MACRO;0.9416343812486587
2;1;40;LADDER-NETWORK;AUC_WEIGHTED;0.9406314756680733
2;1;40;LADDER-NETWORK;F1_MACRO;0.4943550233768554
2;1;40;LADDER-NETWORK;F1_WEIGHTED;0.48265939774544886
2;2;5;RANDOM-FOREST;ACCURACY;0.5959780621572212
2;2;5;RANDOM-FOREST;AUC_MACRO;0.9575536713773511
2;2;5;RANDOM-FOREST;AUC_WEIGHTED;0.9561468740642424
2;2;5;RANDOM-FOREST;F1_MACRO;0.5719987184581223
2;2;5;RANDOM-FOREST;F1_WEIGHTED;0.5670079708269338
2;2;5;NEURAL-NETWORK;ACCURACY;0.1170018281535649
2;2;5;NEURAL-NETWORK;AUC_MACRO;0.6975652030281662
2;2;5;NEURAL-NETWORK;AUC_WEIGHTED;0.6926698595036419
2;2;5;NEURAL-NETWORK;F1_MACRO;0.04415478701127298
2;2;5;NEURAL-NETWORK;F1_WEIGHTED;0.04417694454137226
2;2;5;KMEANS-RF;ACCURACY;0.7431444241316271
2;2;5;KMEANS-RF;AUC_MACRO;0.9666758724607252
2;2;5;KMEANS-RF;AUC_WEIGHTED;0.9653656581820709
2;2;5;KMEANS-RF;F1_MACRO;0.7205037265384083
2;2;5;KMEANS-RF;F1_WEIGHTED;0.7130046838994029
2;2;5;LADDER-NETWORK;ACCURACY;0.41224862888482633
2;2;5;LADDER-NETWORK;AUC_MACRO;0.8507677952622075
2;2;5;LADDER-NETWORK;AUC_WEIGHTED;0.850253084263162
2;2;5;LADDER-NETWORK;F1_MACRO;0.3247422172314666
2;2;5;LADDER-NETWORK;F1_WEIGHTED;0.31490872823517396
2;2;10;RANDOM-FOREST;ACCURACY;0.5959780621572212
2;2;10;RANDOM-FOREST;AUC_MACRO;0.9575674019016935
2;2;10;RANDOM-FOREST;AUC_WEIGHTED;0.9561608242007877
2;2;10;RANDOM-FOREST;F1_MACRO;0.5719987184581223
2;2;10;RANDOM-FOREST;F1_WEIGHTED;0.5670079708269338
2;2;10;NEURAL-NETWORK;ACCURACY;0.1170018281535649
2;2;10;NEURAL-NETWORK;AUC_MACRO;0.6975656612687058
2;2;10;NEURAL-NETWORK;AUC_WEIGHTED;0.6926703244460541
2;2;10;NEURAL-NETWORK;F1_MACRO;0.04415478701127298
2;2;10;NEURAL-NETWORK;F1_WEIGHTED;0.04417694454137226
2;2;10;KMEANS-RF;ACCURACY;0.7577696526508226
2;2;10;KMEANS-RF;AUC_MACRO;0.9699868538645117
2;2;10;KMEANS-RF;AUC_WEIGHTED;0.9690877979735385
2;2;10;KMEANS-RF;F1_MACRO;0.7583480605576849
2;2;10;KMEANS-RF;F1_WEIGHTED;0.7493718131185745
2;2;10;LADDER-NETWORK;ACCURACY;0.5557586837294333
2;2;10;LADDER-NETWORK;AUC_MACRO;0.9364201898113427
2;2;10;LADDER-NETWORK;AUC_WEIGHTED;0.9351748823853273
2;2;10;LADDER-NETWORK;F1_MACRO;0.5076312380810788
2;2;10;LADDER-NETWORK;F1_WEIGHTED;0.5046126554696592
2;2;15;RANDOM-FOREST;ACCURACY;0.5959780621572212
2;2;15;RANDOM-FOREST;AUC_MACRO;0.9575381232783027
2;2;15;RANDOM-FOREST;AUC_WEIGHTED;0.9561310617523473
2;2;15;RANDOM-FOREST;F1_MACRO;0.5719987184581223
2;2;15;RANDOM-FOREST;F1_WEIGHTED;0.5670079708269338
2;2;15;NEURAL-NETWORK;ACCURACY;0.1170018281535649
2;2;15;NEURAL-NETWORK;AUC_MACRO;0.6975652030281662
2;2;15;NEURAL-NETWORK;AUC_WEIGHTED;0.6926698595036419
2;2;15;NEURAL-NETWORK;F1_MACRO;0.04415478701127298
2;2;15;NEURAL-NETWORK;F1_WEIGHTED;0.04417694454137226
2;2;15;KMEANS-RF;ACCURACY;0.8153564899451554
2;2;15;KMEANS-RF;AUC_MACRO;0.9740707211324141
2;2;15;KMEANS-RF;AUC_WEIGHTED;0.9731989577475374
2;2;15;KMEANS-RF;F1_MACRO;0.8095309516763958
2;2;15;KMEANS-RF;F1_WEIGHTED;0.806283373393818
2;2;15;LADDER-NETWORK;ACCURACY;0.5776965265082267
2;2;15;LADDER-NETWORK;AUC_MACRO;0.9420195540399743
2;2;15;LADDER-NETWORK;AUC_WEIGHTED;0.9413723174779348
2;2;15;LADDER-NETWORK;F1_MACRO;0.5601637573556774
2;2;15;LADDER-NETWORK;F1_WEIGHTED;0.5589327369805867
2;2;20;RANDOM-FOREST;ACCURACY;0.5959780621572212
2;2;20;RANDOM-FOREST;AUC_MACRO;0.9575550460989699
2;2;20;RANDOM-FOREST;AUC_WEIGHTED;0.9561482688914791
2;2;20;RANDOM-FOREST;F1_MACRO;0.5719987184581223
2;2;20;RANDOM-FOREST;F1_WEIGHTED;0.5670079708269338
2;2;20;NEURAL-NETWORK;ACCURACY;0.1170018281535649
2;2;20;NEURAL-NETWORK;AUC_MACRO;0.6975652030281662
2;2;20;NEURAL-NETWORK;AUC_WEIGHTED;0.6926698595036419
2;2;20;NEURAL-NETWORK;F1_MACRO;0.04415478701127298
2;2;20;NEURAL-NETWORK;F1_WEIGHTED;0.04417694454137226
2;2;20;KMEANS-RF;ACCURACY;0.8308957952468007
2;2;20;KMEANS-RF;AUC_MACRO;0.9673247618972812
2;2;20;KMEANS-RF;AUC_WEIGHTED;0.9662563064433305
2;2;20;KMEANS-RF;F1_MACRO;0.8278609954765276
2;2;20;KMEANS-RF;F1_WEIGHTED;0.8247970867743327
2;2;20;LADDER-NETWORK;ACCURACY;0.5840950639853748
2;2;20;LADDER-NETWORK;AUC_MACRO;0.9486005523638934
2;2;20;LADDER-NETWORK;AUC_WEIGHTED;0.9478971423237323
2;2;20;LADDER-NETWORK;F1_MACRO;0.560768654730029
2;2;20;LADDER-NETWORK;F1_WEIGHTED;0.5547259785335168
2;2;25;RANDOM-FOREST;ACCURACY;0.5959780621572212
2;2;25;RANDOM-FOREST;AUC_MACRO;0.9575545985515299
2;2;25;RANDOM-FOREST;AUC_WEIGHTED;0.9561478025257738
2;2;25;RANDOM-FOREST;F1_MACRO;0.5719987184581223
2;2;25;RANDOM-FOREST;F1_WEIGHTED;0.5670079708269338
2;2;25;NEURAL-NETWORK;ACCURACY;0.1170018281535649
2;2;25;NEURAL-NETWORK;AUC_MACRO;0.6975656612687058
2;2;25;NEURAL-NETWORK;AUC_WEIGHTED;0.6926703244460541
2;2;25;NEURAL-NETWORK;F1_MACRO;0.04415478701127298
2;2;25;NEURAL-NETWORK;F1_WEIGHTED;0.04417694454137226
2;2;25;KMEANS-RF;ACCURACY;0.8171846435100548
2;2;25;KMEANS-RF;AUC_MACRO;0.9785705686499944
2;2;25;KMEANS-RF;AUC_WEIGHTED;0.9776089193110221
2;2;25;KMEANS-RF;F1_MACRO;0.8154601807488667
2;2;25;KMEANS-RF;F1_WEIGHTED;0.8135494986723041
2;2;25;LADDER-NETWORK;ACCURACY;0.6224862888482633
2;2;25;LADDER-NETWORK;AUC_MACRO;0.9483739886481821
2;2;25;LADDER-NETWORK;AUC_WEIGHTED;0.9476642818023984
2;2;25;LADDER-NETWORK;F1_MACRO;0.5906498847659114
2;2;25;LADDER-NETWORK;F1_WEIGHTED;0.5904725041251019
2;2;30;RANDOM-FOREST;ACCURACY;0.5959780621572212
2;2;30;RANDOM-FOREST;AUC_MACRO;0.9575541129260443
2;2;30;RANDOM-FOREST;AUC_WEIGHTED;0.9561473408708331
2;2;30;RANDOM-FOREST;F1_MACRO;0.5719987184581223
2;2;30;RANDOM-FOREST;F1_WEIGHTED;0.5670079708269338
2;2;30;NEURAL-NETWORK;ACCURACY;0.1170018281535649
2;2;30;NEURAL-NETWORK;AUC_MACRO;0.6975652030281662
2;2;30;NEURAL-NETWORK;AUC_WEIGHTED;0.6926698595036419
2;2;30;NEURAL-NETWORK;F1_MACRO;0.04415478701127298
2;2;30;NEURAL-NETWORK;F1_WEIGHTED;0.04417694454137226
2;2;30;KMEANS-RF;ACCURACY;0.7806215722120659
2;2;30;KMEANS-RF;AUC_MACRO;0.9727493917782111
2;2;30;KMEANS-RF;AUC_WEIGHTED;0.9720793969817924
2;2;30;KMEANS-RF;F1_MACRO;0.7768103240875498
2;2;30;KMEANS-RF;F1_WEIGHTED;0.7785367156560685
2;2;30;LADDER-NETWORK;ACCURACY;0.5822669104204753
2;2;30;LADDER-NETWORK;AUC_MACRO;0.9401095491156417
2;2;30;LADDER-NETWORK;AUC_WEIGHTED;0.938343755191764
2;2;30;LADDER-NETWORK;F1_MACRO;0.551211661212092
2;2;30;LADDER-NETWORK;F1_WEIGHTED;0.5451302924488793
2;2;35;RANDOM-FOREST;ACCURACY;0.5959780621572212
2;2;35;RANDOM-FOREST;AUC_MACRO;0.9575531583669195
2;2;35;RANDOM-FOREST;AUC_WEIGHTED;0.9561464156967734
2;2;35;RANDOM-FOREST;F1_MACRO;0.5719987184581223
2;2;35;RANDOM-FOREST;F1_WEIGHTED;0.5670079708269338
2;2;35;NEURAL-NETWORK;ACCURACY;0.1170018281535649
2;2;35;NEURAL-NETWORK;AUC_MACRO;0.6975656612687058
2;2;35;NEURAL-NETWORK;AUC_WEIGHTED;0.6926703244460541
2;2;35;NEURAL-NETWORK;F1_MACRO;0.04415478701127298
2;2;35;NEURAL-NETWORK;F1_WEIGHTED;0.04417694454137226
2;2;35;KMEANS-RF;ACCURACY;0.6745886654478976
2;2;35;KMEANS-RF;AUC_MACRO;0.9676255430043164
2;2;35;KMEANS-RF;AUC_WEIGHTED;0.9673947447026007
2;2;35;KMEANS-RF;F1_MACRO;0.6285056009466988
2;2;35;KMEANS-RF;F1_WEIGHTED;0.6246554158060876
2;2;35;LADDER-NETWORK;ACCURACY;0.603290676416819
2;2;35;LADDER-NETWORK;AUC_MACRO;0.951608910830199
2;2;35;LADDER-NETWORK;AUC_WEIGHTED;0.9505593348312973
2;2;35;LADDER-NETWORK;F1_MACRO;0.5671256910478266
2;2;35;LADDER-NETWORK;F1_WEIGHTED;0.564473688691301
2;2;40;RANDOM-FOREST;ACCURACY;0.5959780621572212
2;2;40;RANDOM-FOREST;AUC_MACRO;0.9575385494395435
2;2;40;RANDOM-FOREST;AUC_WEIGHTED;0.9561315309646385
2;2;40;RANDOM-FOREST;F1_MACRO;0.5719987184581223
2;2;40;RANDOM-FOREST;F1_WEIGHTED;0.5670079708269338
2;2;40;NEURAL-NETWORK;ACCURACY;0.1170018281535649
2;2;40;NEURAL-NETWORK;AUC_MACRO;0.6975652030281662
2;2;40;NEURAL-NETWORK;AUC_WEIGHTED;0.6926698595036419
2;2;40;NEURAL-NETWORK;F1_MACRO;0.04415478701127298
2;2;40;NEURAL-NETWORK;F1_WEIGHTED;0.04417694454137226
2;2;40;KMEANS-RF;ACCURACY;0.7449725776965265
2;2;40;KMEANS-RF;AUC_MACRO;0.9579196665798231
2;2;40;KMEANS-RF;AUC_WEIGHTED;0.9570181345517267
2;2;40;KMEANS-RF;F1_MACRO;0.7518379557228503
2;2;40;KMEANS-RF;F1_WEIGHTED;0.7469862553089104
2;2;40;LADDER-NETWORK;ACCURACY;0.5639853747714808
2;2;40;LADDER-NETWORK;AUC_MACRO;0.9434947516094487
2;2;40;LADDER-NETWORK;AUC_WEIGHTED;0.9419715288836219
2;2;40;LADDER-NETWORK;F1_MACRO;0.529110199927091
2;2;40;LADDER-NETWORK;F1_WEIGHTED;0.5221804720945451
