MODEL;DATASET;PERC_T;PERC_U;PERC_L;CV;SAMPLES;METRIC;VALUE_MEAN;VALUE_STD
NEURAL-NETWORK;DIGITS;20;50.0;30.0;2;2;AUC_WEIGHTED;0.9983854471690327;0.0007037015010012796
NEURAL-NETWORK;DIGITS;20;50.0;30.0;2;2;F1_MACRO;0.9536438408357741;0.022517547827270067
NEURAL-NETWORK;DIGITS;20;50.0;30.0;2;2;F1_WEIGHTED;0.9534369161410929;0.023005038181824502
KMEANS-RF;DIGITS;20;50.0;30.0;2;2;ACCURACY;0.9348945414392934;0.0046975141170640215
KMEANS-RF;DIGITS;20;50.0;30.0;2;2;AUC_MACRO;0.9959520179477207;0.0006570999824818288
KMEANS-RF;DIGITS;20;50.0;30.0;2;2;AUC_WEIGHTED;0.9958494510804636;0.0007033235066567782
KMEANS-RF;DIGITS;20;50.0;30.0;2;2;F1_MACRO;0.9356747411690025;0.004018609203888768
KMEANS-RF;DIGITS;20;50.0;30.0;2;2;F1_WEIGHTED;0.9349793460571447;0.004564205907871483
LADDER-NETWORK;DIGITS;20;50.0;30.0;2;2;ACCURACY;0.950943766102834;0.009940467121582053
LADDER-NETWORK;DIGITS;20;50.0;30.0;2;2;AUC_MACRO;0.9975605534285199;0.0009109511018810634
LADDER-NETWORK;DIGITS;20;50.0;30.0;2;2;AUC_WEIGHTED;0.9974983259863667;0.0009609835151507249
LADDER-NETWORK;DIGITS;20;50.0;30.0;2;2;F1_MACRO;0.951375043509499;0.009286590232440809
LADDER-NETWORK;DIGITS;20;50.0;30.0;2;2;F1_WEIGHTED;0.9507937137488689;0.009972247333229264
LABEL-SPREADING;DIGITS;20;50.0;30.0;2;2;ACCURACY;0.9812046920257965;0.00205805221003697
LABEL-SPREADING;DIGITS;20;50.0;30.0;2;2;AUC_MACRO;0.9988757393428404;0.0005640765215995211
LABEL-SPREADING;DIGITS;20;50.0;30.0;2;2;AUC_WEIGHTED;0.9988472664145094;0.0005814971620496882
LABEL-SPREADING;DIGITS;20;50.0;30.0;2;2;F1_MACRO;0.9813860895410911;0.002028566276773714
LABEL-SPREADING;DIGITS;20;50.0;30.0;2;2;F1_WEIGHTED;0.9811785850940301;0.0020371954059360048
RANDOM-FOREST;DIGITS;20;55.0;25.0;2;2;ACCURACY;0.9377898510137784;0.005828575004168432
RANDOM-FOREST;DIGITS;20;55.0;25.0;2;2;AUC_MACRO;0.9962223475539866;0.0006284076446231796
RANDOM-FOREST;DIGITS;20;55.0;25.0;2;2;AUC_WEIGHTED;0.9961553494365997;0.0006693963495261225
RANDOM-FOREST;DIGITS;20;55.0;25.0;2;2;F1_MACRO;0.9380426445350911;0.005418749231302544
RANDOM-FOREST;DIGITS;20;55.0;25.0;2;2;F1_WEIGHTED;0.9377114318927908;0.005707244641266857
NEURAL-NETWORK;DIGITS;20;55.0;25.0;2;2;ACCURACY;0.9605482564931428;0.013872210003063058
NEURAL-NETWORK;DIGITS;20;55.0;25.0;2;2;AUC_MACRO;0.9986834198952333;0.0007770005222410708
NEURAL-NETWORK;DIGITS;20;55.0;25.0;2;2;AUC_WEIGHTED;0.9986759462557959;0.0008055362720675421
NEURAL-NETWORK;DIGITS;20;55.0;25.0;2;2;F1_MACRO;0.9602839341648441;0.014042142257118785
NEURAL-NETWORK;DIGITS;20;55.0;25.0;2;2;F1_WEIGHTED;0.9601189355938773;0.014682706133885223
KMEANS-RF;DIGITS;20;55.0;25.0;2;2;ACCURACY;0.9366884571684616;0.004498388087700066
KMEANS-RF;DIGITS;20;55.0;25.0;2;2;AUC_MACRO;0.996122841052371;0.0006265120685813949
KMEANS-RF;DIGITS;20;55.0;25.0;2;2;AUC_WEIGHTED;0.9960311724424742;0.0006903281345331137
KMEANS-RF;DIGITS;20;55.0;25.0;2;2;F1_MACRO;0.9371776301856484;0.004053522976585741
KMEANS-RF;DIGITS;20;55.0;25.0;2;2;F1_WEIGHTED;0.9367030520910267;0.004449802085918661
LADDER-NETWORK;DIGITS;20;55.0;25.0;2;2;ACCURACY;0.9545171950263246;0.010578605519972403
LADDER-NETWORK;DIGITS;20;55.0;25.0;2;2;AUC_MACRO;0.997315021355017;0.0009290933264869749
LADDER-NETWORK;DIGITS;20;55.0;25.0;2;2;AUC_WEIGHTED;0.9972203381669535;0.0009998109206723615
LADDER-NETWORK;DIGITS;20;55.0;25.0;2;2;F1_MACRO;0.9551159533473464;0.009767825712706643
LADDER-NETWORK;DIGITS;20;55.0;25.0;2;2;F1_WEIGHTED;0.954421019164046;0.01058517984950822
LABEL-SPREADING;DIGITS;20;55.0;25.0;2;2;ACCURACY;0.9773956216294069;0.0025823681643440456
LABEL-SPREADING;DIGITS;20;55.0;25.0;2;2;AUC_MACRO;0.9985965133226188;0.0006501432675527624
LABEL-SPREADING;DIGITS;20;55.0;25.0;2;2;AUC_WEIGHTED;0.9985642140378846;0.0006677316474763833
LABEL-SPREADING;DIGITS;20;55.0;25.0;2;2;F1_MACRO;0.9776239138891902;0.0024388725389875967
LABEL-SPREADING;DIGITS;20;55.0;25.0;2;2;F1_WEIGHTED;0.9773780329047711;0.0025512877504631423
RANDOM-FOREST;DIGITS;20;60.0;20.0;2;2;ACCURACY;0.9355822624781962;0.004847219568104632
RANDOM-FOREST;DIGITS;20;60.0;20.0;2;2;AUC_MACRO;0.9956505930307359;0.0006579727166886723
RANDOM-FOREST;DIGITS;20;60.0;20.0;2;2;AUC_WEIGHTED;0.9955614122368428;0.0006952092314047657
RANDOM-FOREST;DIGITS;20;60.0;20.0;2;2;F1_MACRO;0.9356793619170413;0.004726084133466259
RANDOM-FOREST;DIGITS;20;60.0;20.0;2;2;F1_WEIGHTED;0.9354003897728432;0.004798617437080816
NEURAL-NETWORK;DIGITS;20;60.0;20.0;2;2;ACCURACY;0.959052393221207;0.008059491464293075
NEURAL-NETWORK;DIGITS;20;60.0;20.0;2;2;AUC_MACRO;0.9985013552336337;0.00040434825264053735
NEURAL-NETWORK;DIGITS;20;60.0;20.0;2;2;AUC_WEIGHTED;0.9985013763445285;0.000443052980456592
NEURAL-NETWORK;DIGITS;20;60.0;20.0;2;2;F1_MACRO;0.9592363687444391;0.007887508828580449
NEURAL-NETWORK;DIGITS;20;60.0;20.0;2;2;F1_WEIGHTED;0.9589606202703891;0.008010022184268559
KMEANS-RF;DIGITS;20;60.0;20.0;2;2;ACCURACY;0.9366836563235129;0.004509888100226107
KMEANS-RF;DIGITS;20;60.0;20.0;2;2;AUC_MACRO;0.996028312829391;0.0004925360362176685
KMEANS-RF;DIGITS;20;60.0;20.0;2;2;AUC_WEIGHTED;0.9959348902928655;0.0005424600894564935
KMEANS-RF;DIGITS;20;60.0;20.0;2;2;F1_MACRO;0.9372569555091704;0.0038286051337970734
KMEANS-RF;DIGITS;20;60.0;20.0;2;2;F1_WEIGHTED;0.9367975239561226;0.004285284861289541
LADDER-NETWORK;DIGITS;20;60.0;20.0;2;2;ACCURACY;0.958076221414969;0.012221332648915128
LADDER-NETWORK;DIGITS;20;60.0;20.0;2;2;AUC_MACRO;0.9971664283094903;0.0009521738383867401
LADDER-NETWORK;DIGITS;20;60.0;20.0;2;2;AUC_WEIGHTED;0.9970940423728318;0.0009973272339250812
LADDER-NETWORK;DIGITS;20;60.0;20.0;2;2;F1_MACRO;0.9583937522478672;0.01160643356104416
LADDER-NETWORK;DIGITS;20;60.0;20.0;2;2;F1_WEIGHTED;0.9579658243228455;0.012239490731186476
LABEL-SPREADING;DIGITS;20;60.0;20.0;2;2;ACCURACY;0.9740482324889181;0.0032761500707789294
LABEL-SPREADING;DIGITS;20;60.0;20.0;2;2;AUC_MACRO;0.9987517955686536;0.00047917268579491775
LABEL-SPREADING;DIGITS;20;60.0;20.0;2;2;AUC_WEIGHTED;0.9987205099306221;0.0004868479231750108
LABEL-SPREADING;DIGITS;20;60.0;20.0;2;2;F1_MACRO;0.9742743523610693;0.003246108108983509
LABEL-SPREADING;DIGITS;20;60.0;20.0;2;2;F1_WEIGHTED;0.9740235036964215;0.0033174613427369103
RANDOM-FOREST;DIGITS;20;65.0;15.0;2;2;ACCURACY;0.9321436572836819;0.012607535755842855
RANDOM-FOREST;DIGITS;20;65.0;15.0;2;2;AUC_MACRO;0.995421167305181;0.000522952209634263
RANDOM-FOREST;DIGITS;20;65.0;15.0;2;2;AUC_WEIGHTED;0.995336629557106;0.0005598293821969503
RANDOM-FOREST;DIGITS;20;65.0;15.0;2;2;F1_MACRO;0.9323425142431334;0.01194326289708568
RANDOM-FOREST;DIGITS;20;65.0;15.0;2;2;F1_WEIGHTED;0.932004791710187;0.012417452899822483
NEURAL-NETWORK;DIGITS;20;65.0;15.0;2;2;ACCURACY;0.9421858247051481;0.01328057742564884
NEURAL-NETWORK;DIGITS;20;65.0;15.0;2;2;AUC_MACRO;0.9980031117970382;0.0009556662674524751
NEURAL-NETWORK;DIGITS;20;65.0;15.0;2;2;AUC_WEIGHTED;0.9980020099251157;0.0009774152248117505
NEURAL-NETWORK;DIGITS;20;65.0;15.0;2;2;F1_MACRO;0.9423749642555515;0.013353213452807532
NEURAL-NETWORK;DIGITS;20;65.0;15.0;2;2;F1_WEIGHTED;0.9420715927647474;0.013678541376257191
KMEANS-RF;DIGITS;20;65.0;15.0;2;2;ACCURACY;0.9366740546336155;0.0054590950265079345
KMEANS-RF;DIGITS;20;65.0;15.0;2;2;AUC_MACRO;0.9958704992788984;0.0007375104013527748
KMEANS-RF;DIGITS;20;65.0;15.0;2;2;AUC_WEIGHTED;0.9957779601433658;0.0007959632796841653
KMEANS-RF;DIGITS;20;65.0;15.0;2;2;F1_MACRO;0.9373518168249835;0.0048499198209338385
KMEANS-RF;DIGITS;20;65.0;15.0;2;2;F1_WEIGHTED;0.9367192722895659;0.005361191177127279
LADDER-NETWORK;DIGITS;20;65.0;15.0;2;2;ACCURACY;0.9579269951511467;0.004861838256360633
LADDER-NETWORK;DIGITS;20;65.0;15.0;2;2;AUC_MACRO;0.9978341789503951;0.0010207432741526758
LADDER-NETWORK;DIGITS;20;65.0;15.0;2;2;AUC_WEIGHTED;0.9977740178649325;0.0010766966611234852
LADDER-NETWORK;DIGITS;20;65.0;15.0;2;2;F1_MACRO;0.9582251732680971;0.004248287801513966
LADDER-NETWORK;DIGITS;20;65.0;15.0;2;2;F1_WEIGHTED;0.9577836162488056;0.0047817342751767
LABEL-SPREADING;DIGITS;20;65.0;15.0;2;2;ACCURACY;0.9718166397285922;0.005237076569124949
LABEL-SPREADING;DIGITS;20;65.0;15.0;2;2;AUC_MACRO;0.9984752291834358;0.0001833484203407067
LABEL-SPREADING;DIGITS;20;65.0;15.0;2;2;AUC_WEIGHTED;0.9984415257722333;0.00017750313798138825
LABEL-SPREADING;DIGITS;20;65.0;15.0;2;2;F1_MACRO;0.9719683560579788;0.005282195774779187
LABEL-SPREADING;DIGITS;20;65.0;15.0;2;2;F1_WEIGHTED;0.9717763047103574;0.005295606524118353
RANDOM-FOREST;DIGITS;20;70.0;10.0;2;2;ACCURACY;0.932432108051017;0.00446998560168071
RANDOM-FOREST;DIGITS;20;70.0;10.0;2;2;AUC_MACRO;0.9950499247734016;0.0004332914151893815
RANDOM-FOREST;DIGITS;20;70.0;10.0;2;2;AUC_WEIGHTED;0.9950134820773999;0.0003999500542240073
RANDOM-FOREST;DIGITS;20;70.0;10.0;2;2;F1_MACRO;0.9328217491302528;0.003764298677156558
RANDOM-FOREST;DIGITS;20;70.0;10.0;2;2;F1_WEIGHTED;0.9324930625259229;0.004219147285722042
NEURAL-NETWORK;DIGITS;20;70.0;10.0;2;2;ACCURACY;0.9333650722527165;0.023510314270022308
NEURAL-NETWORK;DIGITS;20;70.0;10.0;2;2;AUC_MACRO;0.9964020715265745;0.0016562184551630241
NEURAL-NETWORK;DIGITS;20;70.0;10.0;2;2;AUC_WEIGHTED;0.9963813631739298;0.0016753829278114642
NEURAL-NETWORK;DIGITS;20;70.0;10.0;2;2;F1_MACRO;0.9343769066311103;0.022965324262735114
NEURAL-NETWORK;DIGITS;20;70.0;10.0;2;2;F1_WEIGHTED;0.9340767096841619;0.022961483351620793
KMEANS-RF;DIGITS;20;70.0;10.0;2;2;ACCURACY;0.93556785994335;0.008933456461343501
KMEANS-RF;DIGITS;20;70.0;10.0;2;2;AUC_MACRO;0.9956104711342373;0.001088668217793954
KMEANS-RF;DIGITS;20;70.0;10.0;2;2;AUC_WEIGHTED;0.9955226527944707;0.0011242932252260268
KMEANS-RF;DIGITS;20;70.0;10.0;2;2;F1_MACRO;0.9355910715941776;0.008846013235114596
KMEANS-RF;DIGITS;20;70.0;10.0;2;2;F1_WEIGHTED;0.9354615363807519;0.008969441091133169
LADDER-NETWORK;DIGITS;20;70.0;10.0;2;2;ACCURACY;0.9545027924914785;0.012399563095940173
LADDER-NETWORK;DIGITS;20;70.0;10.0;2;2;AUC_MACRO;0.9962779649300262;0.0013606500021746772
LADDER-NETWORK;DIGITS;20;70.0;10.0;2;2;AUC_WEIGHTED;0.9961766365150897;0.001437280143331681
LADDER-NETWORK;DIGITS;20;70.0;10.0;2;2;F1_MACRO;0.9550632745744779;0.011481302039704874
LADDER-NETWORK;DIGITS;20;70.0;10.0;2;2;F1_WEIGHTED;0.9544612978373606;0.012229436479946641
LABEL-SPREADING;DIGITS;20;70.0;10.0;2;2;ACCURACY;0.9686904895261566;0.004682207339847965
LABEL-SPREADING;DIGITS;20;70.0;10.0;2;2;AUC_MACRO;0.9981118077174089;0.00044394653694296467
LABEL-SPREADING;DIGITS;20;70.0;10.0;2;2;AUC_WEIGHTED;0.9980593929118273;0.00046196505441457175
LABEL-SPREADING;DIGITS;20;70.0;10.0;2;2;F1_MACRO;0.9688955380819924;0.004769019772849387
LABEL-SPREADING;DIGITS;20;70.0;10.0;2;2;F1_WEIGHTED;0.9686550199051107;0.004756015437260973
RANDOM-FOREST;DIGITS;20;75.0;5.0;2;2;ACCURACY;0.9087455392149019;0.009026685178439504
RANDOM-FOREST;DIGITS;20;75.0;5.0;2;2;AUC_MACRO;0.9919642113741433;0.0006855227389396128
RANDOM-FOREST;DIGITS;20;75.0;5.0;2;2;AUC_WEIGHTED;0.9919472233310301;0.0007373143460964713
RANDOM-FOREST;DIGITS;20;75.0;5.0;2;2;F1_MACRO;0.9089736522422633;0.008961622810415794
RANDOM-FOREST;DIGITS;20;75.0;5.0;2;2;F1_WEIGHTED;0.9087915245571414;0.008882414877703563
NEURAL-NETWORK;DIGITS;20;75.0;5.0;2;2;ACCURACY;0.9052921314151291;0.012160170697215096
NEURAL-NETWORK;DIGITS;20;75.0;5.0;2;2;AUC_MACRO;0.9927893553520175;0.0008320808975814752
NEURAL-NETWORK;DIGITS;20;75.0;5.0;2;2;AUC_WEIGHTED;0.9927858536318392;0.0009782658054028563
NEURAL-NETWORK;DIGITS;20;75.0;5.0;2;2;F1_MACRO;0.9048700385546496;0.013465995030947106
NEURAL-NETWORK;DIGITS;20;75.0;5.0;2;2;F1_WEIGHTED;0.9047139842193108;0.013495124778133938
KMEANS-RF;DIGITS;20;75.0;5.0;2;2;ACCURACY;0.9215289891020819;0.010351580017608263
KMEANS-RF;DIGITS;20;75.0;5.0;2;2;AUC_MACRO;0.9944905519950634;0.00034356651907270096
KMEANS-RF;DIGITS;20;75.0;5.0;2;2;AUC_WEIGHTED;0.994398155791236;0.00038105656974938304
KMEANS-RF;DIGITS;20;75.0;5.0;2;2;F1_MACRO;0.9219334577897516;0.01080308907256101
KMEANS-RF;DIGITS;20;75.0;5.0;2;2;F1_WEIGHTED;0.9211556246398379;0.010745702120830647
LADDER-NETWORK;DIGITS;20;75.0;5.0;2;2;ACCURACY;0.9498615756373122;0.006390284977183774
LADDER-NETWORK;DIGITS;20;75.0;5.0;2;2;AUC_MACRO;0.9956260971982962;0.002019782121928763
LADDER-NETWORK;DIGITS;20;75.0;5.0;2;2;AUC_WEIGHTED;0.9955431757934551;0.0020849452693263
LADDER-NETWORK;DIGITS;20;75.0;5.0;2;2;F1_MACRO;0.9502473930605313;0.006222217790874653
LADDER-NETWORK;DIGITS;20;75.0;5.0;2;2;F1_WEIGHTED;0.9499898790431929;0.006507974508006137
LABEL-SPREADING;DIGITS;20;75.0;5.0;2;2;ACCURACY;0.9579942069804286;0.006111960489865305
LABEL-SPREADING;DIGITS;20;75.0;5.0;2;2;AUC_MACRO;0.997577811601692;0.00045177973418430664
LABEL-SPREADING;DIGITS;20;75.0;5.0;2;2;AUC_WEIGHTED;0.9975162979172681;0.0004961680856835364
LABEL-SPREADING;DIGITS;20;75.0;5.0;2;2;F1_MACRO;0.9580370680747203;0.0066661615564386455
LABEL-SPREADING;DIGITS;20;75.0;5.0;2;2;F1_WEIGHTED;0.957920029348476;0.006367022936113157
RANDOM-FOREST;DIGITS;20;79.0;1.0;2;2;ACCURACY;0.7488890044647858;0.00615276327682077
RANDOM-FOREST;DIGITS;20;79.0;1.0;2;2;AUC_MACRO;0.9734632394907554;0.0087093005580167
RANDOM-FOREST;DIGITS;20;79.0;1.0;2;2;AUC_WEIGHTED;0.9732832414160841;0.008635586700870224
RANDOM-FOREST;DIGITS;20;79.0;1.0;2;2;F1_MACRO;0.7389299329355177;0.013148877203197969
RANDOM-FOREST;DIGITS;20;79.0;1.0;2;2;F1_WEIGHTED;0.7367508556427774;0.014569821900752261
NEURAL-NETWORK;DIGITS;20;79.0;1.0;2;2;ACCURACY;0.7657175662916673;0.023513053286094175
NEURAL-NETWORK;DIGITS;20;79.0;1.0;2;2;AUC_MACRO;0.973403252337991;0.006055102092534997
NEURAL-NETWORK;DIGITS;20;79.0;1.0;2;2;AUC_WEIGHTED;0.9731145740516577;0.0060567683045247905
NEURAL-NETWORK;DIGITS;20;79.0;1.0;2;2;F1_MACRO;0.7551529396856669;0.03431668086293834
NEURAL-NETWORK;DIGITS;20;79.0;1.0;2;2;F1_WEIGHTED;0.7510437320309351;0.03699142630775555
KMEANS-RF;DIGITS;20;79.0;1.0;2;2;ACCURACY;0.8489882219270591;0.016236709364002167
KMEANS-RF;DIGITS;20;79.0;1.0;2;2;AUC_MACRO;0.9860587366968903;0.004471934638512557
KMEANS-RF;DIGITS;20;79.0;1.0;2;2;AUC_WEIGHTED;0.9858038676536302;0.004681928469270015
KMEANS-RF;DIGITS;20;79.0;1.0;2;2;F1_MACRO;0.8440357736065809;0.0215845366091309
KMEANS-RF;DIGITS;20;79.0;1.0;2;2;F1_WEIGHTED;0.8432780539697635;0.02156238660360861
LADDER-NETWORK;DIGITS;20;79.0;1.0;2;2;ACCURACY;0.8619060954728032;0.027652548034887623
LADDER-NETWORK;DIGITS;20;79.0;1.0;2;2;AUC_MACRO;0.9861511428540033;0.0039565366104445205
LADDER-NETWORK;DIGITS;20;79.0;1.0;2;2;AUC_WEIGHTED;0.985988012699414;0.0038610019971969277
LADDER-NETWORK;DIGITS;20;79.0;1.0;2;2;F1_MACRO;0.8631802865209955;0.029002728348761404
LADDER-NETWORK;DIGITS;20;79.0;1.0;2;2;F1_WEIGHTED;0.8611332704688484;0.029520165294955308
LABEL-SPREADING;DIGITS;20;79.0;1.0;2;2;ACCURACY;0.9214329722031076;0.015659945074700518
LABEL-SPREADING;DIGITS;20;79.0;1.0;2;2;AUC_MACRO;0.9946691620426443;0.002377530085653839
LABEL-SPREADING;DIGITS;20;79.0;1.0;2;2;AUC_WEIGHTED;0.9945432254371905;0.0023777792080515473
LABEL-SPREADING;DIGITS;20;79.0;1.0;2;2;F1_MACRO;0.9225352646898628;0.016211097529917593
LABEL-SPREADING;DIGITS;20;79.0;1.0;2;2;F1_WEIGHTED;0.9214996983457863;0.016780249341610848
RANDOM-FOREST;DIGITS;20;79.5;0.5;2;2;ACCURACY;0.5738545984093201;0.04551001146216239
RANDOM-FOREST;DIGITS;20;79.5;0.5;2;2;AUC_MACRO;0.9468733295335081;0.007549990770863158
RANDOM-FOREST;DIGITS;20;79.5;0.5;2;2;AUC_WEIGHTED;0.9464867330630393;0.008101537704986993
RANDOM-FOREST;DIGITS;20;79.5;0.5;2;2;F1_MACRO;0.5452713603457978;0.05200935547359147
RANDOM-FOREST;DIGITS;20;79.5;0.5;2;2;F1_WEIGHTED;0.5411986304353251;0.053545829647081454
NEURAL-NETWORK;DIGITS;20;79.5;0.5;2;2;ACCURACY;0.5319544239786202;0.048806188063872824
NEURAL-NETWORK;DIGITS;20;79.5;0.5;2;2;AUC_MACRO;0.9330366237881599;0.008929008187861676
NEURAL-NETWORK;DIGITS;20;79.5;0.5;2;2;AUC_WEIGHTED;0.9321797309509258;0.008669083670964086
NEURAL-NETWORK;DIGITS;20;79.5;0.5;2;2;F1_MACRO;0.46697530619217154;0.048984709359643434
NEURAL-NETWORK;DIGITS;20;79.5;0.5;2;2;F1_WEIGHTED;0.4611451090015844;0.04735747917205422
KMEANS-RF;DIGITS;20;79.5;0.5;2;2;ACCURACY;0.7586331194290195;0.03191181500950793
KMEANS-RF;DIGITS;20;79.5;0.5;2;2;AUC_MACRO;0.9726891956678269;0.014408155879926159
