MODEL;DATASET;PERC_T;PERC_U;PERC_L;CV;SAMPLES;METRIC;VALUE_MEAN;VALUE_STD
LABEL-SPREADING;CIFAR;20.0;75.0;5.0;5;10;ACCURACY;0.09574017531546597;0.005922017053167135
LABEL-SPREADING;CIFAR;20.0;75.0;5.0;5;10;AUC_MACRO;0.5043832258465162;0.0023078442821828854
LABEL-SPREADING;CIFAR;20.0;75.0;5.0;5;10;AUC_WEIGHTED;0.5042745486850947;0.002255544758827669
LABEL-SPREADING;CIFAR;20.0;75.0;5.0;5;10;F1_MACRO;0.02613247229590768;0.0035632688233703438
LABEL-SPREADING;CIFAR;20.0;75.0;5.0;5;10;F1_WEIGHTED;0.02526227400328199;0.003832810859986577
LABEL-SPREADING;CIFAR;20.0;79.5;0.5;5;10;ACCURACY;0.09278343631252918;0.006188237568671828
LABEL-SPREADING;CIFAR;20.0;79.5;0.5;5;10;AUC_MACRO;0.5007002514492067;0.0013613594268996093
LABEL-SPREADING;CIFAR;20.0;79.5;0.5;5;10;AUC_WEIGHTED;0.5006766725149165;0.0013663743030235067
LABEL-SPREADING;CIFAR;20.0;79.5;0.5;5;10;F1_MACRO;0.01853044597534832;0.002694109173567168
LABEL-SPREADING;CIFAR;20.0;79.5;0.5;5;10;F1_WEIGHTED;0.017363336595835225;0.003143686754800173
LABEL-SPREADING;CIFAR;20.0;79.9;0.1;5;10;ACCURACY;0.09206041980850158;0.0063441198811444955
LABEL-SPREADING;CIFAR;20.0;79.9;0.1;5;10;AUC_MACRO;0.4999528812053815;0.00030364430472177916
LABEL-SPREADING;CIFAR;20.0;79.9;0.1;5;10;AUC_WEIGHTED;0.49993194774524347;0.0003424705319883802
LABEL-SPREADING;CIFAR;20.0;79.9;0.1;5;10;F1_MACRO;0.01699885576089116;0.0010671973045276876
LABEL-SPREADING;CIFAR;20.0;79.9;0.1;5;10;F1_WEIGHTED;0.015736059377690282;0.0020403403969660805
LABEL-SPREADING;CIFAR;20.0;79.0;1.0;5;10;ACCURACY;0.09312127248800457;0.006254374984778827
LABEL-SPREADING;CIFAR;20.0;79.0;1.0;5;10;AUC_MACRO;0.501160171971116;0.0016279559886448523
LABEL-SPREADING;CIFAR;20.0;79.0;1.0;5;10;AUC_WEIGHTED;0.5011025255035879;0.0016049282835645371
